song_id,dataset,title,artist,genre,arousal_mean,arousal_std,valence_mean,valence_std,emotion_4Q,emotion_2Q
ML2134,MoodyLyrics,Reptilectric,Zoe,,,,,,sad,negative
ML2135,MoodyLyrics,No Puedo Olvidarme De Ti ,MDO,,,,,,sad,negative
ML2136,MoodyLyrics,All Your Love ,The Peter Malick Group,,,,,,happy,positive
ML2137,MoodyLyrics,Counter Attack ,Braille,,,,,,angry,negative
ML2138,MoodyLyrics,Shroud Of Turin,Echo & The Bunnymen,,,,,,happy,positive
ML2139,MoodyLyrics,This Girl's In Love With You,Dionne Warwick,,,,,,happy,positive
ML2140,MoodyLyrics,This Girl Is A Woman Now,Gary Puckett & The Union Gap,,,,,,relaxed,positive
ML2141,MoodyLyrics,A Day In The Life Of A Fool,Cassandra Wilson,,,,,,sad,negative
ML2142,MoodyLyrics,Do I Love You,The Ronettes,,,,,,happy,positive
ML2143,MoodyLyrics,Dirty Black Summer,Danzig,,,,,,sad,negative
ML2144,MoodyLyrics,Home,She & Him,,,,,,relaxed,positive
ML2145,MoodyLyrics,Fire In Freetown,K'Naan,,,,,,angry,negative
ML2146,MoodyLyrics,Run From The Gun,Dead Confederate,,,,,,angry,negative
ML2147,MoodyLyrics,Bigger Bolder,Love Is All,,,,,,angry,negative
ML2148,MoodyLyrics,Heart Of Stone,The Raveonettes,,,,,,angry,negative
ML2149,MoodyLyrics,London,The Smiths,,,,,,sad,negative
ML2150,MoodyLyrics,D. Original,Jeru The Damaja,,,,,,sad,negative
ML2151,MoodyLyrics,"Loving You, Losing You",Phyllis Hyman,,,,,,angry,negative
ML2152,MoodyLyrics,Lady Pilot,Neko Case,,,,,,angry,negative
ML2153,MoodyLyrics,I Was The One She Came For,Jonathan Richman,,,,,,angry,negative
ML2154,MoodyLyrics,Love To Hate You,Erasure,,,,,,angry,negative
ML2155,MoodyLyrics,Can't You See,Tab Benoit,,,,,,sad,negative
ML2156,MoodyLyrics,Soldier Of Love,Arthur Alexander,,,,,,happy,positive
ML2157,MoodyLyrics,Happy Ending,Mika,,,,,,happy,positive
ML2158,MoodyLyrics,More Than I Can Say,Leo Sayer,,,,,,happy,positive
ML2159,MoodyLyrics,Trouble Blues,Charles Brown,,,,,,angry,negative
ML2160,MoodyLyrics,I Luv Ur Sneakers,Poly Styrene,,,,,,happy,positive
ML2161,MoodyLyrics,Very Ape,Nirvana,,,,,,relaxed,positive
ML2162,MoodyLyrics,Dancing At A Funeral,Brett Dennen,,,,,,sad,negative
ML2163,MoodyLyrics,You Might Win,Kem,,,,,,happy,positive
ML2164,MoodyLyrics,Down,Motograter,,,,,,sad,negative
ML2165,MoodyLyrics,Ahora Que No Estas,Los Horoscopos De Durango,,,,,,sad,negative
ML2166,MoodyLyrics,Bless You Real Good,Twinkie Clark,,,,,,relaxed,positive
ML2167,MoodyLyrics,Killing Each Other,Anders Osborne,,,,,,angry,negative
ML2168,MoodyLyrics,Sweet Home Chicago,Steve Miller Band,,,,,,relaxed,positive
ML2169,MoodyLyrics,Will You Love Me?,Chaka Khan,,,,,,happy,positive
ML2170,MoodyLyrics,I Don't Want To Lose You,Phyllis Hyman,,,,,,happy,positive
ML2171,MoodyLyrics,"Hay De Mi, Hay De Ti",Antony Santos,,,,,,sad,negative
ML2172,MoodyLyrics,Earthquake Weather,Beck,,,,,,sad,negative
ML2173,MoodyLyrics,Sad Fuzz,Ty Segall,,,,,,sad,negative
ML2174,MoodyLyrics,Maggie Mae,The Beatles,,,,,,sad,negative
ML2175,MoodyLyrics,Honey Don't,The Beatles,,,,,,relaxed,positive
ML2176,MoodyLyrics,Two Tribes,Frankie Goes To Hollywood,,,,,,angry,negative
ML2177,MoodyLyrics,Pride ,Dierks Bentley,,,,,,happy,positive
ML2178,MoodyLyrics,Murder Weapon,Tricky,,,,,,angry,negative
ML2179,MoodyLyrics,To Love Somebody,Nina Simone,,,,,,happy,positive
ML2180,MoodyLyrics,Christmas In My Heart,Ray Charles,,,,,,happy,positive
ML2181,MoodyLyrics,Fear & Love,Morcheeba,,,,,,angry,negative
ML2182,MoodyLyrics,Gabriel,Lamb,,,,,,relaxed,positive
ML2183,MoodyLyrics,This Is Not A Love Song,Nouvelle Vague,,,,,,happy,positive
ML2184,MoodyLyrics,Santa Claus Is Coming To Town,Peggy Lee,,,,,,sad,negative
ML2185,MoodyLyrics,God Rest Ye Merry Gentlemen,Bing Crosby,,,,,,relaxed,positive
ML2186,MoodyLyrics,Let Them Eat War,Bad Religion,,,,,,angry,negative
ML2187,MoodyLyrics,Have Yourself A Merry Little Christmas,Chris Isaak,,,,,,happy,positive
ML2188,MoodyLyrics,Blue Christmas,Chris Isaak,,,,,,relaxed,positive
ML2189,MoodyLyrics,The Silent Nutcracker ,Trans-Siberian Orchestra,,,,,,relaxed,positive
ML2190,MoodyLyrics,"Merry Christmas, Merry Christmas",John Williams,,,,,,happy,positive
ML2191,MoodyLyrics,It's My Birthday,Ultimate,,,,,,happy,positive
ML2192,MoodyLyrics,Blue Christmas,Sheryl Crow,,,,,,relaxed,positive
ML2193,MoodyLyrics,Pretty Paper,Roy Orbison,,,,,,relaxed,positive
ML2194,MoodyLyrics,Silent Night,Garth Brooks,,,,,,relaxed,positive
ML2195,MoodyLyrics,That's What I Want For Christmas,Shedaisy,,,,,,happy,positive
ML2196,MoodyLyrics,"Merry Christmas, Baby",The Beach Boys,,,,,,happy,positive
ML2197,MoodyLyrics,Give Love On Christmas Day,Johnny Gill,,,,,,happy,positive
ML2198,MoodyLyrics,Have Yourself A Merry Little Christmas,The O'Jays,,,,,,happy,positive
ML2199,MoodyLyrics,Blue Christmas,Girl In A Coma,,,,,,relaxed,positive
ML2200,MoodyLyrics,Christmakwanzakah,The Dan Band,,,,,,happy,positive
ML2202,MoodyLyrics,Christmas In America,Melissa Etheridge,,,,,,relaxed,positive
ML2203,MoodyLyrics,Just Like Christmas,Low,,,,,,happy,positive
ML2204,MoodyLyrics,What This World Needs,Casting Crowns,,,,,,happy,positive
ML2205,MoodyLyrics,Wasting Away,Nailbomb,,,,,,sad,negative
ML2206,MoodyLyrics,Everything Must Change,James Ingram,,,,,,relaxed,positive
ML2207,MoodyLyrics,Set Me Free,The Heavy,,,,,,relaxed,positive
ML2208,MoodyLyrics,It's Love,Jill Scott,,,,,,happy,positive
ML2209,MoodyLyrics,I Saw Three Ships,Take 6,,,,,,happy,positive
ML2210,MoodyLyrics,Blue Christmas,Celine Dion,,,,,,relaxed,positive
ML2211,MoodyLyrics,Christmas Love,Billy Idol,,,,,,happy,positive
ML2212,MoodyLyrics,Silent Night,Brian Wilson,,,,,,relaxed,positive
ML2213,MoodyLyrics,Holy Flames Of The Fire Spitter,High On Fire,,,,,,angry,negative
ML2214,MoodyLyrics,Oh My God ,Mark Ronson,,,,,,relaxed,positive
ML2215,MoodyLyrics,Peligro,Gotan Project,,,,,,sad,negative
ML2216,MoodyLyrics,To Love Somebody,The Bee Gees,,,,,,happy,positive
ML2217,MoodyLyrics,The Warmth Of The Sun,The Beach Boys,,,,,,relaxed,positive
ML2218,MoodyLyrics,I've Been Lonely Too Long,The Young Rascals,,,,,,sad,negative
ML2219,MoodyLyrics,Put A Little Love In Your Heart,Jackie DeShannon,,,,,,happy,positive
ML2220,MoodyLyrics,Heavenly Peace,Johnny Mathis,,,,,,relaxed,positive
ML2221,MoodyLyrics,Christmas Song,Dave Matthews & Tim Reynolds,,,,,,happy,positive
ML2222,MoodyLyrics,Blue Christmas,Melissa Etheridge,,,,,,relaxed,positive
ML2223,MoodyLyrics,Blue Christmas,Willie Nelson,,,,,,relaxed,positive
ML2224,MoodyLyrics,The Angel At The Top Of My Tree,Kenny Chesney,,,,,,relaxed,positive
ML2225,MoodyLyrics,Have Yourself A Merry Little Christmas,Michael Bolton,,,,,,happy,positive
ML2226,MoodyLyrics,I'm Feelin' Good,Janiva Magness,,,,,,relaxed,positive
ML2227,MoodyLyrics,Silent Night,Martina McBride,,,,,,relaxed,positive
ML2228,MoodyLyrics,One More Empty Chair,Blood Red Shoes,,,,,,sad,negative
ML2229,MoodyLyrics,Shouldn't Have Loved,Azure Ray,,,,,,happy,positive
ML2230,MoodyLyrics,Taillights Fade,Buffalo Tom,,,,,,sad,negative
ML2232,MoodyLyrics,"Sick, Sick, Sick",Queens Of The Stone Age,,,,,,sad,negative
ML2233,MoodyLyrics,Family Time,Ziggy Marley,,,,,,relaxed,positive
ML2234,MoodyLyrics,No Le Ruegues,Conjunto Primavera,,,,,,sad,negative
ML2236,MoodyLyrics,Become The Catalyst,All That Remains,,,,,,angry,negative
ML2237,MoodyLyrics,Goodnight,The Beatles,,,,,,relaxed,positive
ML2238,MoodyLyrics,Burn It Down,Five Finger Death Punch,,,,,,angry,negative
ML2239,MoodyLyrics,Negative Creep,Nirvana,,,,,,relaxed,positive
ML2240,MoodyLyrics,Sign Of Times,Phobia,,,,,,angry,negative
ML2241,MoodyLyrics,Bucky Done Gun,M.I.A.,,,,,,angry,negative
ML2242,MoodyLyrics,Apocalyptic City ,Testament,,,,,,angry,negative
ML2243,MoodyLyrics,Honey Child What Can I Do?,Isobel Campbell & Mark Lanegan,,,,,,sad,negative
ML2244,MoodyLyrics,This Can't Be Love,John Pizzarelli,,,,,,happy,positive
ML2245,MoodyLyrics,So Good To Be In Love,Deitrick Haddon,,,,,,happy,positive
ML2246,MoodyLyrics,Home,Will Downing,,,,,,relaxed,positive
ML2247,MoodyLyrics,Liar,The Sex Pistols,,,,,,angry,negative
ML2248,MoodyLyrics,I Mind,James Blake,,,,,,relaxed,positive
ML2249,MoodyLyrics,He's A Mighty Good Leader,Beck,,,,,,happy,positive
ML2250,MoodyLyrics,I Get Lonesome,Beck,,,,,,sad,negative
ML2251,MoodyLyrics,Freedom Line,Sleepy Sun,,,,,,relaxed,positive
ML2252,MoodyLyrics,I'm In Love Again,Fats Domino,,,,,,happy,positive
ML2253,MoodyLyrics,Light Black,Toro Y Moi,,,,,,sad,negative
ML2254,MoodyLyrics,Show Me Love,Robyn,,,,,,happy,positive
ML2255,MoodyLyrics,Obra Maestra,Banda Pequenos Musical,,,,,,sad,negative
ML2257,MoodyLyrics,Soil to Seed,Matthew Dear,,,,,,sad,negative
ML2258,MoodyLyrics,I Hear Noises,Tegan And Sara,,,,,,sad,negative
ML2259,MoodyLyrics,Islands On The Coast,Band Of Horses,,,,,,relaxed,positive
ML2260,MoodyLyrics,Endless,Unearth,,,,,,angry,negative
ML2261,MoodyLyrics,Horse Latitudes,The Doors,,,,,,sad,negative
ML2262,MoodyLyrics,Deeper & Deeper,Freda Payne,,,,,,happy,positive
ML2263,MoodyLyrics,Fear Of The Dark,Iron Maiden,,,,,,angry,negative
ML2264,MoodyLyrics,Aqui No Sera,Ozomatli,,,,,,sad,negative
ML2265,MoodyLyrics,Better Wise Up,Kenna,,,,,,relaxed,positive
ML2266,MoodyLyrics,What Do You Say To That,George Strait,,,,,,happy,positive
ML2267,MoodyLyrics,Search And Destroy,30 Seconds To Mars,,,,,,angry,negative
ML2268,MoodyLyrics,Take A Bow,Muse,,,,,,angry,negative
ML2269,MoodyLyrics,I'm Afraid Of Americans,David Bowie,,,,,,angry,negative
ML2270,MoodyLyrics,The Refugee,U2,,,,,,angry,negative
ML2271,MoodyLyrics,Real Love,Lucinda Williams,,,,,,happy,positive
ML2272,MoodyLyrics,The Uptown Train,Joe Jackson,,,,,,sad,negative
ML2273,MoodyLyrics,You Are My King ,"Phillips, Craig & Dean",,,,,,happy,positive
ML2274,MoodyLyrics,Adonai,Hillsong,,,,,,happy,positive
ML2275,MoodyLyrics,Psalm 139,Rebecca St. James,,,,,,happy,positive
ML2276,MoodyLyrics,I.O.U. Me,BeBe & CeCe Winans,,,,,,happy,positive
ML2277,MoodyLyrics,Mi Funeral,Victor Garcia,,,,,,sad,negative
ML2278,MoodyLyrics,"Mind, Drips",Neon Indian,,,,,,sad,negative
ML2279,MoodyLyrics,Your Love Is So Strong,The Thermals,,,,,,happy,positive
ML2280,MoodyLyrics,The Dope ,The Dandy Warhols,,,,,,happy,positive
ML2281,MoodyLyrics,In And Out Of Love,Diana Ross & The Supremes,,,,,,happy,positive
ML2282,MoodyLyrics,To Know Him Is To Love Him,The Teddy Bears,,,,,,happy,positive
ML2283,MoodyLyrics,Evil Power,Lair Of The Minotaur,,,,,,angry,negative
ML2284,MoodyLyrics,On My Word Of Honor,The Platters,,,,,,happy,positive
ML2285,MoodyLyrics,I've Passed This Way Before,Jimmy Ruffin,,,,,,angry,negative
ML2286,MoodyLyrics,I'll Never Smile Again ,Barry Manilow,,,,,,happy,positive
ML2287,MoodyLyrics,With This Ring,The Platters,,,,,,happy,positive
ML2288,MoodyLyrics,Shadow,Grass Widow,,,,,,sad,negative
ML2289,MoodyLyrics,Thumbelina,The Pretenders,,,,,,relaxed,positive
ML2290,MoodyLyrics,Bastard Samurai,High On Fire,,,,,,angry,negative
ML2291,MoodyLyrics,No Horse,The Dead Weather,,,,,,sad,negative
ML2292,MoodyLyrics,Everything Always Goes Wrong,A Place To Bury Strangers,,,,,,happy,positive
ML2293,MoodyLyrics,Bill Murray,Gorillaz,,,,,,angry,negative
ML2294,MoodyLyrics,Free,Sherwood,,,,,,relaxed,positive
ML2295,MoodyLyrics,Where The Light Has Failed,Skeletonwitch,,,,,,angry,negative
ML2296,MoodyLyrics,Dissidents (The Search For Truth Part 1) (2009 Digital Remaster),Thomas Dolby,,,,,,sad,negative
ML2297,MoodyLyrics,Because Of You,Neil Sedaka,,,,,,happy,positive
ML2298,MoodyLyrics,Dangerous Mood,Keb' Mo',,,,,,relaxed,positive
ML2300,MoodyLyrics,Hold On,22-20s,,,,,,angry,negative
ML2301,MoodyLyrics,Midnight Lovers,Wyclef Jean,,,,,,sad,negative
ML2302,MoodyLyrics,my_immortal,evanescence,,,,,,angry,negative
ML2303,MoodyLyrics,Completeness,Minnie Riperton,,,,,,happy,positive
ML2304,MoodyLyrics,Lust for life (recorded during the us tour in 1986),Iggy Pop,,,,,,happy,positive
ML2306,MoodyLyrics,Locked Away,The Gathering,,,,,,angry,negative
ML2307,MoodyLyrics,The Death Of Romance,Zeromancer,,,,,,sad,negative
ML2310,MoodyLyrics,I'll Show You Love,Usher,,,,,,happy,positive
ML2311,MoodyLyrics,Meet Me in the City,Junior Kimbrough,,,,,,relaxed,positive
ML2312,MoodyLyrics,Rescue Me,Bass  Fontella,,,,,,happy,positive
ML2314,MoodyLyrics,Black Lung (Album Version),Rancid,,,,,,sad,negative
ML2318,MoodyLyrics,Master Of The Universe,Sick Puppies,,,,,,sad,negative
ML2319,MoodyLyrics,Summer Shudder,AFI,,,,,,sad,negative
ML2320,MoodyLyrics,Good Night,The Beatles,,,,,,relaxed,positive
ML2322,MoodyLyrics,You'll Need Somebody On Your Bond,Blind Willie Johnson,,,,,,sad,negative
ML2323,MoodyLyrics,The Sun Shines From You,Teenage Fanclub,,,,,,relaxed,positive
ML2324,MoodyLyrics,Happy Together,Turtles,,,,,,happy,positive
ML2325,MoodyLyrics,Lights Are Changing,Lord  Mary Lou,,,,,,sad,negative
ML2326,MoodyLyrics,lovefool,cardigans,,,,,,happy,positive
ML2327,MoodyLyrics,I Will Always Love You,Deborah Allen,,,,,,happy,positive
ML2328,MoodyLyrics,The Haunting,The Misfits,,,,,,sad,negative
ML2329,MoodyLyrics,Consume (LP Version),Sick Of It All,,,,,,sad,negative
ML2330,MoodyLyrics,Close Your Eyes,Atomic Rooster,,,,,,relaxed,positive
ML2331,MoodyLyrics,Caught In The Crossfire,April Wine,,,,,,angry,negative
ML2332,MoodyLyrics,Ur SjÃ¤lslig DÃ¶d,MÃ¥negarm,,,,,,sad,negative
ML2333,MoodyLyrics,Hold Me While I Cry,Irma Thomas,,,,,,relaxed,positive
ML2334,MoodyLyrics,That's How Strong My Love Is,Doyle Bramhall,,,,,,happy,positive
ML2335,MoodyLyrics,You Know What They Do To Guys Like Us In Prison (Album Version),My Chemical Romance,,,,,,angry,negative
ML2336,MoodyLyrics,Send Me The Pillow You Dream On,Hank Locklin,,,,,,relaxed,positive
ML2337,MoodyLyrics,heartbreak_hotel,elvis_presley,,,,,,sad,negative
ML2338,MoodyLyrics,Into Battle,Ensiferum,,,,,,angry,negative
ML2339,MoodyLyrics,Moses,Patty Griffin,,,,,,sad,negative
ML2342,MoodyLyrics,Death Or Jail,Sick Of It All,,,,,,angry,negative
ML2343,MoodyLyrics,Human Guinea Pig,Suicidal Tendencies,,,,,,sad,negative
ML2344,MoodyLyrics,Ninety Miles An Hour,John Berry,,,,,,sad,negative
ML2345,MoodyLyrics,running_scared,roy_orbison,,,,,,angry,negative
ML2346,MoodyLyrics,Posterchild for Tragedy,Sugarbomb,,,,,,angry,negative
ML2349,MoodyLyrics,All The Rage (Clean Album Version),Funeral For A Friend,,,,,,sad,negative
ML2350,MoodyLyrics,Sho' Enough,Tommy Castro,,,,,,happy,positive
ML2351,MoodyLyrics,Baby Love,Ross  Diana & the Supremes,,,,,,happy,positive
ML2352,MoodyLyrics,Wildfire (Album Version),P.O.D.,,,,,,angry,negative
ML2354,MoodyLyrics,Everything I Do,Knack,,,,,,angry,negative
ML2356,MoodyLyrics,Everybody's Gonna Be Happy,Queens Of The Stone Age,,,,,,happy,positive
ML2359,MoodyLyrics,Wild Honey Pie,The Beatles,,,,,,relaxed,positive
ML2361,MoodyLyrics,words_of_love,mamas_and_the_papas,,,,,,happy,positive
ML2362,MoodyLyrics,Gluey Porch Treatments,Melvins,,,,,,sad,negative
ML2363,MoodyLyrics,The Bravest Kids (Acoustic),Rancid,,,,,,angry,negative
ML2364,MoodyLyrics,In My Life,Boyz II Men,,,,,,happy,positive
ML2368,MoodyLyrics,Flat Earth Society (Album Version),Bad Religion,,,,,,angry,negative
ML2369,MoodyLyrics,I'm So Happy Now (Single Version),The Rascals,,,,,,happy,positive
ML2370,MoodyLyrics,We Have All The Time In The World (Live),Fun Lovin' Criminals,,,,,,happy,positive
ML2371,MoodyLyrics,surrounded,chantal_kreviazuk,,,,,,angry,negative
ML2372,MoodyLyrics,Bystander (Album Version),unloco,,,,,,relaxed,positive
ML2374,MoodyLyrics,6 Yrs (Album Version ),Reach 454,,,,,,angry,negative
ML2375,MoodyLyrics,Killing Machine,Aiden,,,,,,angry,negative
ML2376,MoodyLyrics,Killer Barracuda,Kris Kristofferson,,,,,,angry,negative
ML2377,MoodyLyrics,Angry Young Men (LP Version),Randy Stonehill,,,,,,angry,negative
ML2378,MoodyLyrics,Sixteen Candles,Crests  The,,,,,,happy,positive
ML2379,MoodyLyrics,Together Alone,George Jones,,,,,,sad,negative
ML2380,MoodyLyrics,Christina The Astonishing (2010 Digital Remaster),Nick Cave & The Bad Seeds,,,,,,sad,negative
ML2381,MoodyLyrics,Grandbag's Funeral,Happy Mondays,,,,,,relaxed,positive
ML2382,MoodyLyrics,Something Girls,Adam Ant,,,,,,relaxed,positive
ML2383,MoodyLyrics,Candy Girl,New Edition [US],,,,,,relaxed,positive
ML2385,MoodyLyrics,People Never Give Up,Curtis Mayfield,,,,,,angry,negative
ML2386,MoodyLyrics,answering_machine,replacements,,,,,,sad,negative
ML2387,MoodyLyrics,Is It Love,3 of Hearts,,,,,,happy,positive
ML2388,MoodyLyrics,Burning In The Aftermath,The Suicide Machines,,,,,,angry,negative
ML2389,MoodyLyrics,Pretend,Shelby Lynne,,,,,,angry,negative
ML2390,MoodyLyrics,Supermassive Black Hole (Album Version),Muse,,,,,,sad,negative
ML2391,MoodyLyrics,I Should Be So Lucky,Minogue  Kylie,,,,,,happy,positive
ML2392,MoodyLyrics,Morning Bird,Sade,,,,,,relaxed,positive
ML2394,MoodyLyrics,Get It For Free,Motley Crue,,,,,,relaxed,positive
ML2395,MoodyLyrics,Love Ain't No Stranger (2003 Digital Remaster),Whitesnake,,,,,,happy,positive
ML2396,MoodyLyrics,Release,LORE,,,,,,happy,positive
ML2397,MoodyLyrics,Rainbow Country (Red Gold And Green Version),Bob Marley & The Wailers,,,,,,relaxed,positive
ML2398,MoodyLyrics,I Need You Now,Agnes,,,,,,sad,negative
ML2399,MoodyLyrics,The Door,Silverchair,,,,,,sad,negative
ML2400,MoodyLyrics,My Heart's Desire,Kane,,,,,,angry,negative
ML2401,MoodyLyrics,Some Lie For Love,L.A. Guns,,,,,,angry,negative
ML2402,MoodyLyrics,No Ordinary Love (Remastered LP Version),Deftones,,,,,,happy,positive
ML2403,MoodyLyrics,sexy_boy,air,,,,,,happy,positive
ML2404,MoodyLyrics,abc,jackson_5,,,,,,relaxed,positive
ML2406,MoodyLyrics,Killing,The Rapture,,,,,,sad,negative
ML2407,MoodyLyrics,Mile High and Risin',Roger Clyne & The Peacemakers,,,,,,sad,negative
ML2409,MoodyLyrics,Thrill Me,Simply Red,,,,,,happy,positive
ML2414,MoodyLyrics,Destroy Everything (Album Version),Hatebreed,,,,,,angry,negative
ML2415,MoodyLyrics,Still I'm Sad,Rainbow,,,,,,sad,negative
ML2416,MoodyLyrics,The Never-Ending Why,Placebo,,,,,,sad,negative
ML2417,MoodyLyrics,Shelter Your Needs,Juliette & The Licks,,,,,,angry,negative
ML2419,MoodyLyrics,God Only Knows,Beach Boys,,,,,,happy,positive
ML2420,MoodyLyrics,Sky Is Crying,James  Elmore,,,,,,relaxed,positive
ML2421,MoodyLyrics,Make It Funky (Album Version),Information Society,,,,,,happy,positive
ML2422,MoodyLyrics,October,U2,,,,,,sad,negative
ML2423,MoodyLyrics,fallin,alicia_keys,,,,,,happy,positive
ML2426,MoodyLyrics,Rock Me,Santana,,,,,,relaxed,positive
ML2427,MoodyLyrics,2 Late 4 Goodbyes,Jeff Scott Soto,,,,,,sad,negative
ML2428,MoodyLyrics,Happy Birthday,Altered Images,,,,,,happy,positive
ML2429,MoodyLyrics,Long Live The Party,Andrew W.K.,,,,,,happy,positive
ML2430,MoodyLyrics,Out Of The Danger Zone (Degarmo And Key Album Version),DeGarmo & Key,,,,,,angry,negative
ML2431,MoodyLyrics,Price Of The Fire,John Stewart,,,,,,angry,negative
ML2432,MoodyLyrics,Breathless,Lifer,,,,,,sad,negative
ML2433,MoodyLyrics,Never Alone,Walter Hawkins,,,,,,sad,negative
ML2434,MoodyLyrics,Come On-A My House,Clooney  Rosemary,,,,,,relaxed,positive
ML2435,MoodyLyrics,The Suit,Public Image Ltd,,,,,,relaxed,positive
ML2436,MoodyLyrics,maps,yeah_yeah_yeahs,,,,,,happy,positive
ML2437,MoodyLyrics,Love Me,Jars Of Clay,,,,,,happy,positive
ML2438,MoodyLyrics,Four,Midge Ure,,,,,,happy,positive
ML2439,MoodyLyrics,Dead End Street,Foghat,,,,,,sad,negative
ML2440,MoodyLyrics,Look Up At The Stars And You're Gone,Evergreen Terrace,,,,,,angry,negative
ML2441,MoodyLyrics,Privilege of Evil (From the Privilege of Evil EP),Amorphis,,,,,,angry,negative
ML2442,MoodyLyrics,Paralyzed,The Cardigans,,,,,,angry,negative
ML2443,MoodyLyrics,Slow Poke,Pee Wee King,,,,,,sad,negative
ML2444,MoodyLyrics,Bowling Green,Case  Neko & Her Boyfriends,,,,,,relaxed,positive
ML2445,MoodyLyrics,Cicada,Silverchair,,,,,,angry,negative
ML2446,MoodyLyrics,If Ever,Foo Fighters,,,,,,happy,positive
ML2447,MoodyLyrics,Drum Machine Joy,MxPx,,,,,,happy,positive
ML2448,MoodyLyrics,The way to Peace,Uman,,,,,,relaxed,positive
ML2450,MoodyLyrics,Small Axe,Bob Marley,,,,,,sad,negative
ML2451,MoodyLyrics,Abused And Unloved,Malefaction,,,,,,sad,negative
ML2452,MoodyLyrics,Lotion (LP Version),Deftones,,,,,,sad,negative
ML2453,MoodyLyrics,Surfin' Bird,Trashmen,,,,,,relaxed,positive
ML2454,MoodyLyrics,Hey! Baby,Channel  Bruce,,,,,,relaxed,positive
ML2455,MoodyLyrics,Within My Blood,Skeletonwitch,,,,,,angry,negative
ML2456,MoodyLyrics,You (Demo),Radiohead,,,,,,angry,negative
ML2457,MoodyLyrics,Eyes Of A Stranger (Album Version),P.O.D.,,,,,,angry,negative
ML2458,MoodyLyrics,The Earth Isn't Humming,Thrice,,,,,,sad,negative
ML2459,MoodyLyrics,Perfect Peace,Twila Paris,,,,,,relaxed,positive
ML2460,MoodyLyrics,I Love You More Than You'll Ever Know (LP Version),Donny Hathaway,,,,,,happy,positive
ML2461,MoodyLyrics,longview,green_day,,,,,,sad,negative
ML2462,MoodyLyrics,Good Girl Gone Bad,Rihanna,,,,,,relaxed,positive
ML2463,MoodyLyrics,I've Been Loving You Too Long (LP Version),Dionne Warwick,,,,,,happy,positive
ML2464,MoodyLyrics,I'm Ready,Royal Trux,,,,,,sad,negative
ML2465,MoodyLyrics,Party In The Sky,Inspiral Carpets,,,,,,sad,negative
ML2467,MoodyLyrics,Silly Love Songs,McCartney  Paul/Wings,,,,,,happy,positive
ML2469,MoodyLyrics,he_war,cat_power,,,,,,angry,negative
ML2471,MoodyLyrics,Can't Get Enough,Bad Company [1],,,,,,happy,positive
ML2472,MoodyLyrics,Trash (live Paris),New York Dolls,,,,,,sad,negative
ML2473,MoodyLyrics,somebody_to_love,jefferson_airplane,,,,,,happy,positive
ML2474,MoodyLyrics,Once,Harry Connick_ Jr.,,,,,,happy,positive
ML2475,MoodyLyrics,Feel Like Makin' Love,Bad Company [1],,,,,,happy,positive
ML2477,MoodyLyrics,We Have All The Time In The World,Fun Lovin' Criminals,,,,,,happy,positive
ML2478,MoodyLyrics,Searching For Home,Skrape,,,,,,relaxed,positive
ML2479,MoodyLyrics,hate_my_way,throwing_muses,,,,,,angry,negative
ML2481,MoodyLyrics,Candy Man,Hot Tuna,,,,,,relaxed,positive
ML2482,MoodyLyrics,cancer_for_the_cure,eels,,,,,,angry,negative
ML2483,MoodyLyrics,Heaven Stood Still,Mink DeVille,,,,,,relaxed,positive
ML2484,MoodyLyrics,Sally Was a Good Old Girl,Owens  Buck,,,,,,relaxed,positive
ML2485,MoodyLyrics,God Don't Never Change,Blind Willie Johnson,,,,,,happy,positive
ML2486,MoodyLyrics,Until You Love Someone,Dean Martin,,,,,,happy,positive
ML2488,MoodyLyrics,Death Don't Have No Mercy,Hot Tuna,,,,,,sad,negative
ML2489,MoodyLyrics,Lust for Life,Pop  Iggy,,,,,,happy,positive
ML2490,MoodyLyrics,Let Me Go Home Whiskey,Asleep At The Wheel,,,,,,relaxed,positive
ML2492,MoodyLyrics,A White Demon Love Song (Soundtrack Album Version),The Killers,,,,,,angry,negative
ML2493,MoodyLyrics,Northern Downpour (Album Version),Panic At The Disco,,,,,,sad,negative
ML2494,MoodyLyrics,The Lie,Bad Religion,,,,,,angry,negative
ML2495,MoodyLyrics,Here I Am,Phantom Planet,,,,,,relaxed,positive
ML2497,MoodyLyrics,The World In My Hands (We Are One),SNAP!,,,,,,relaxed,positive
ML2499,MoodyLyrics,Ex's And Oh's (Instrumental Version),Atreyu,,,,,,sad,negative
ML2500,MoodyLyrics,We Can Do It,Steel Pulse,,,,,,angry,negative
ML2501,MoodyLyrics,Never My Love,Kathy Troccoli,,,,,,happy,positive
ML2502,MoodyLyrics,Cheer,Descendents,,,,,,happy,positive
ML2504,MoodyLyrics,1941,Nilsson  Harry,,,,,,relaxed,positive
ML2505,MoodyLyrics,I Love U,Chris Brown,,,,,,happy,positive
ML2506,MoodyLyrics,Be Stiff (Live),Devo,,,,,,sad,negative
ML2507,MoodyLyrics,Take Her Out,Alice In Chains,,,,,,sad,negative
ML2508,MoodyLyrics,Seventeen,Sex Pistols,,,,,,sad,negative
ML2509,MoodyLyrics,I Fall to Pieces,Cline  Patsy,,,,,,sad,negative
ML2510,MoodyLyrics,500 Miles Away from Home,Bare  Bobby,,,,,,relaxed,positive
