term,dominance
fluvial,0.588
fly,0.676
flyboy,0.573
flying,0.696
focus,0.648
follow,0.6
fond,0.518
fondling,0.5
fondness,0.503
font,0.576
food,0.527
foolhardy,0.596
foolproof,0.5
football,0.582
foothold,0.582
foray,0.676
forbearance,0.549
forbid,0.598
forbidding,0.5
force,0.905
forceful,0.898
forces,0.886
forcibly,0.647
fore,0.654
forearm,0.509
foreboding,0.636
forecast,0.698
forecaster,0.846
foreclose,0.56
foreclosure,0.5
forefathers,0.627
forefront,0.811
foreground,0.59
forehead,0.556
foreman,0.75
foremost,0.907
forensics,0.679
forerunner,0.843
foresee,0.522
foreseen,0.562
foresight,0.64
forestall,0.606
forethought,0.58
forevermore,0.614
forewarned,0.606
foreword,0.551
forge,0.686
forger,0.518
forgive,0.562
forgiven,0.51
forgiving,0.556
fork,0.529
forklift,0.526
formal,0.625
formalism,0.689
formality,0.75
formation,0.731
formative,0.8
formed,0.696
formidable,0.857
forming,0.8
formula,0.585
formulary,0.5
formulate,0.673
fornicate,0.565
fort,0.86
forte,0.8
forthcoming,0.6
forthright,0.546
forthwith,0.65
fortification,0.817
fortify,0.911
fortitude,0.897
fortress,0.933
fortuitous,0.546
fortunate,0.836
fortune,0.873
fortunes,0.789
forum,0.632
forward,0.75
forwarding,0.51
foundation,0.73
founder,0.891
founding,0.898
foundry,0.594
fountain,0.559
fourfold,0.51
foursome,0.518
foxtrot,0.505
foxy,0.679
fractional,0.509
fragrance,0.667
fragrant,0.613
franc,0.64
franchise,0.56
frank,0.604
frankenstorm,0.546
frankness,0.745
frantic,0.627
frantically,0.735
frat,0.726
fraternal,0.536
fraternity,0.679
fraught,0.596
freakish,0.566
free,0.544
freebie,0.5
freedom,0.905
freehold,0.882
freelance,0.736
freelancer,0.553
freely,0.716
freeman,0.618
freestyle,0.52
freeway,0.648
freighter,0.58
frenetic,0.616
frenzied,0.655
frenzy,0.682
frequency,0.537
frequent,0.525
frequently,0.634
freshair,0.509
freshen,0.566
freshness,0.585
freshstart,0.5
friar,0.531
friction,0.534
friend,0.573
friendliness,0.611
friendly,0.598
friends,0.625
friendship,0.694
frigate,0.56
frighten,0.5
frightening,0.625
frisky,0.525
frolic,0.538
front,0.623
frontal,0.526
frontier,0.65
fronting,0.509
frostbite,0.566
frowning,0.5
fruitful,0.637
fruition,0.664
fuckyeah,0.528
fuel,0.644
fulfill,0.577
fulfilled,0.676
fulfilling,0.755
fulfillment,0.683
full,0.704
fullback,0.519
fullness,0.811
fully,0.779
fulsome,0.56
fumigation,0.604
fun,0.667
function,0.618
functional,0.72
fundamental,0.903
fundamentalist,0.759
fundamentally,0.759
funday,0.525
funding,0.827
fundraiser,0.667
fundraising,0.544
funny,0.566
furious,0.598
furiously,0.657
furlough,0.772
furnace,0.5
furor,0.636
furtherance,0.727
fury,0.676
fuse,0.574
fuselage,0.529
fusion,0.741
fussy,0.519
future,0.786
gaggle,0.664
gaiety,0.72
gain,0.822
gainful,0.673
gaining,0.883
gait,0.505
gala,0.679
galactic,0.776
galaxy,0.75
gale,0.611
gallant,0.679
gallantry,0.871
gallery,0.569
gallop,0.588
galloping,0.645
galore,0.729
galvanic,0.557
gambler,0.618
gameday,0.544
gang,0.629
gangster,0.655
garb,0.508
gargoyle,0.525
garner,0.5
garrison,0.679
gas,0.519
gasification,0.593
gasket,0.585
gasoline,0.519
gastronomy,0.581
gatekeeper,0.598
gateway,0.529
gather,0.546
gatherer,0.579
gathering,0.667
gator,0.547
gatorade,0.519
gaudy,0.721
gauge,0.518
gauging,0.556
gaze,0.586
gazette,0.604
gazetteer,0.527
gazillion,0.538
gear,0.509
gem,0.582
gender,0.611
genealogy,0.644
general,0.853
generality,0.5
generalization,0.704
generate,0.772
generation,0.685
generative,0.708
generator,0.864
generosity,0.692
generous,0.81
genesis,0.658
genetic,0.726
genetics,0.574
genial,0.769
genie,0.908
genitalia,0.5
genius,0.846
genocide,0.627
genome,0.509
genre,0.5
genteel,0.656
gentile,0.527
gentle,0.589
gentleman,0.712
gentlemanly,0.72
gentry,0.625
genuine,0.685
genus,0.561
geographic,0.664
geographical,0.637
geography,0.553
geological,0.596
geologist,0.625
geology,0.518
geometry,0.537
german,0.57
germane,0.567
germinate,0.625
germination,0.566
gestation,0.702
get,0.667
giant,0.963
giddy,0.611
gifted,0.868
gifts,0.509
gig,0.594
gigantic,0.921
gigolo,0.528
gills,0.609
gilt,0.51
gimmick,0.519
gin,0.518
girlfriend,0.604
gist,0.519
give,0.5
giver,0.658
giving,0.585
glacier,0.554
glad,0.74
gladiator,0.866
gladness,0.643
glamorous,0.791
glamour,0.623
glare,0.733
glaring,0.798
gleam,0.741
gleaming,0.627
glean,0.5
gleeful,0.679
glider,0.59
glint,0.541
glisten,0.694
glitter,0.762
glittering,0.818
gloat,0.603
global,0.713
glorification,0.817
glorified,0.886
glorify,0.661
glorious,0.827
glory,0.817
gloss,0.625
glossy,0.807
glow,0.745
glowing,0.737
glut,0.54
goal,0.669
goals,0.795
god,0.886
godbless,0.588
goddess,0.888
godfather,0.509
godisgood,0.63
godisgreat,0.6
godlike,0.87
godly,0.589
godmother,0.53
godsend,0.613
gold,0.692
golden,0.609
golfer,0.578
good,0.534
goodfeeling,0.679
goodhealth,0.712
goodie,0.6
goodlife,0.736
goodly,0.636
goodmood,0.519
goodmorning,0.552
goodmusic,0.5
goodness,0.715
goodnews,0.768
goods,0.726
goodtimes,0.629
goodvibes,0.534
goodwill,0.667
goody,0.57
gooood,0.547
gore,0.518
gorgeous,0.741
gorilla,0.648
gospel,0.58
gourmet,0.562
govern,0.98
governess,0.632
governing,0.9
government,0.85
governmental,0.906
governor,0.934
grab,0.538
graceful,0.655
gracias,0.6
gracious,0.637
graciously,0.68
grad,0.733
gradation,0.616
grade,0.6
graded,0.759
grades,0.566
gradient,0.509
gradschool,0.528
gradual,0.509
graduate,0.778
graduation,0.837
grail,0.566
grammar,0.607
grand,0.888
grand theft auto,0.58
grandeur,0.839
grandfather,0.586
grandiose,0.864
grandson,0.5
grandstand,0.708
grant,0.667
granted,0.779
grantee,0.708
grantor,0.717
graph,0.621
graphics,0.509
grappling,0.516
grasp,0.57
grasping,0.561
grateful,0.56
gratification,0.755
gratified,0.702
gratify,0.794
gratifying,0.776
gratitude,0.61
gravitation,0.6
gravitational,0.691
gravity,0.538
great,0.81
great anticipation,0.655
great aunt,0.589
great grandfather,0.569
great grandmother,0.549
great grandpa,0.602
great surprise,0.688
great trust,0.853
great uncle,0.621
greatday,0.574
greater,0.796
greatest,0.922
greatfriends,0.57
greatful,0.676
greatly,0.877
greatly positive,0.877
greatness,0.943
greatnight,0.574
greed,0.528
green snake,0.614
greet,0.618
greeting,0.51
gregarious,0.529
grenade,0.694
grill,0.546
grinder,0.561
grindstone,0.526
gringo,0.51
grip,0.602
grizzly,0.657
groom,0.605
grotesque,0.5
ground,0.602
grounded,0.509
grounding,0.591
grounds,0.598
groundwork,0.593
grouping,0.698
grow,0.755
grownup,0.683
growth,0.776
grueling,0.704
grumpy,0.559
guarantee,0.805
guaranty,0.818
guard,0.725
guarded,0.5
guardhouse,0.77
guardian,0.789
guardianship,0.681
guards,0.72
gubernatorial,0.897
guerilla,0.727
guerrilla,0.792
guesser,0.535
guest,0.558
guidance,0.718
guide,0.62
guidelines,0.664
guiding,0.714
guild,0.729
guillotine,0.585
guitarist,0.549
gun,0.713
gunboat,0.618
gunfight,0.7
gunfighter,0.741
gunfire,0.673
gunman,0.689
gunmen,0.727
gunner,0.817
gunnery,0.873
gunplay,0.627
gunpoint,0.719
gunpowder,0.509
gunshot,0.673
gunslinger,0.811
guru,0.653
gust,0.556
gusto,0.62
guts,0.582
gutsy,0.536
guy,0.546
gym,0.613
gymnast,0.558
gymnastic,0.604
gymnastics,0.508
gynecologist,0.682
gynecology,0.519
gyroscope,0.51
habit,0.585
habitat,0.553
habitation,0.538
habitually,0.583
hacienda,0.573
hack,0.534
hacker,0.74
hacksaw,0.537
hadenough,0.529
hale,0.5
half dollar,0.509
hallelujah,0.657
hallowed,0.728
halting,0.519
hammer,0.563
hammerhead,0.569
hammering,0.557
handbook,0.567
handcuff,0.593
handgun,0.782
handheld,0.586
handicraft,0.565
handle,0.558
handler,0.861
handout,0.545
handsome,0.682
handy,0.639
hangman,0.555
hankering,0.558
happen,0.551
happening,0.555
happier,0.806
happiest,0.746
happily,0.674
happiness,0.85
happy,0.772
happydance,0.582
happyday,0.663
happyheart,0.605
happyholidays,0.637
happynewyear,0.559
happyplace,0.645
happyvalentinesday,0.509
harass,0.62
harbinger,0.692
harbor,0.634
hard,0.616
hardcore,0.585
harden,0.677
hardened,0.764
hardening,0.741
hardheaded,0.571
hardness,0.745
hardware,0.686
hardwood,0.518
hardworking,0.792
hardy,0.81
harem,0.582
harmonica,0.51
harmonics,0.575
harmonious,0.719
harmoniously,0.647
harmonize,0.609
harmony,0.509
harness,0.508
harpoon,0.557
harsh,0.623
harshness,0.779
harvest,0.548
haste,0.5
hasten,0.618
hastily,0.609
hatchet,0.5
haughty,0.588
haulage,0.65
haunt,0.576
haunted,0.52
have,0.593
haven,0.547
havoc,0.535
hawk,0.631
hazard,0.757
hazardous,0.67
hazmat,0.519
head,0.558
headband,0.527
header,0.74
headgear,0.571
heading,0.642
headline,0.685
headliner,0.625
headlock,0.56
headmaster,0.865
headquarter,0.525
headquarters,0.525
headstrong,0.5
headway,0.745
heady,0.565
heal,0.556
healer,0.741
healing,0.585
health,0.551
healthcare,0.63
healthful,0.769
healthy,0.818
hearing,0.595
heart,0.693
heartbeat,0.585
heartbreaker,0.58
hearted,0.805
heartfelt,0.54
hearth,0.536
heartily,0.664
heartland,0.675
hearts,0.634
hearty,0.792
heated,0.542
heater,0.538
heath,0.546
heating,0.537
heave,0.664
heaven,0.6
heavenly,0.712
heavens,0.683
heavily,0.814
heavy,0.6
heavy metal,0.621
heavyweight,0.713
heck,0.56
hedge,0.569
hedonism,0.608
heed,0.569
heft,0.53
hefty,0.745
hegemonic,0.558
height,0.648
heighten,0.765
heightened,0.788
heir,0.764
heiress,0.676
heirloom,0.745
heirs,0.698
heist,0.645
helicopter,0.617
helipad,0.573
heliport,0.527
helix,0.509
hell,0.565
hellfire,0.618
hellish,0.545
helm,0.615
helmsman,0.647
helper,0.567
helpful,0.705
hemisphere,0.598
hemispheric,0.603
herald,0.5
heraldry,0.607
hereditary,0.737
heredity,0.818
heritage,0.815
hermeneutics,0.562
hero,0.881
heroic,0.912
heroics,0.894
heroin,0.655
heroine,0.833
heroism,0.898
hertz,0.506
heterogeneity,0.556
heterosexual,0.557
heyday,0.673
hierarchical,0.939
hierarchy,0.902
hieroglyphics,0.509
high,0.614
higher,0.713
highest,0.71
highland,0.611
highlands,0.596
highlight,0.882
highness,0.931
hight,0.645
hijack,0.594
hijacker,0.683
hike,0.538
hiker,0.644
hiking,0.67
hilarious,0.537
hilarity,0.575
hill,0.518
hilltop,0.787
hilly,0.603
hilt,0.537
hindsight,0.532
hint,0.517
hippopotamus,0.615
hire,0.556
histology,0.56
historian,0.637
historic,0.784
historical,0.833
historiography,0.634
history,0.754
hit,0.679
hitch,0.554
hitchhiker,0.603
hitter,0.713
hive,0.544
hives,0.591
hoard,0.518
hockey,0.548
holder,0.713
holding,0.67
holiday,0.593
holidays,0.512
holidayseason,0.518
holiness,0.742
holistic,0.547
holocaust,0.618
hologram,0.575
holographic,0.555
holy,0.69
holyspirit,0.526
homage,0.737
hombre,0.696
hombres,0.652
home,0.545
homeland,0.868
homeowner,0.962
homestead,0.536
homesweethome,0.538
hometown,0.605
homey,0.5
homicidal,0.573
homicide,0.518
homing,0.527
homogeneity,0.582
homogeneous,0.617
homologous,0.536
homologue,0.509
homology,0.527
honest,0.75
honesty,0.728
honey,0.51
honeymoon,0.526
honeysuckle,0.517
honor,0.857
honorable,0.83
honorarium,0.746
honorary,0.811
honored,0.732
hookup,0.683
hooray,0.536
hope,0.739
hopeful,0.627
hopes,0.702
horde,0.684
horizon,0.59
hormonal,0.551
hormone,0.621
hornet,0.5
horny,0.56
horse,0.529
horseback,0.566
horseman,0.676
horsepower,0.735
horticultural,0.509
hosannah,0.5
hospice,0.535
hospitable,0.661
hospital,0.598
hospitality,0.725
host,0.537
hostess,0.688
hot,0.573
hot sauce,0.509
hothead,0.518
hotline,0.663
hotshot,0.615
hound,0.582
house,0.533
household,0.667
householder,0.833
housekeeper,0.52
housewarming,0.727
housing,0.591
hovercraft,0.588
hug,0.548
huge,0.783
hugs,0.6
hulk,0.75
human,0.605
humane,0.58
humanitarian,0.709
humanities,0.677
humanity,0.727
humankind,0.714
humanrights,0.73
hummer,0.589
humongous,0.536
humored,0.545
humorist,0.607
humorous,0.665
hunch,0.567
hunt,0.588
hunter,0.817
hunting,0.714
huntress,0.765
hurl,0.574
hurrah,0.5
hurricane,0.787
hurricanes,0.784
hurryup,0.555
husband,0.655
hustler,0.627
hutch,0.52
hybrid,0.57
hydra,0.534
hydrate,0.547
hydraulic,0.596
hydraulics,0.588
hydrodynamics,0.664
hydrogen,0.554
hydrographic,0.642
hydrology,0.509
hydroponics,0.5
hygiene,0.537
hygienic,0.702
hygienist,0.682
hymn,0.634
hype,0.586
hyped,0.679
hyper,0.64
hyperactive,0.66
hyperbole,0.542
hyperspace,0.755
hyperventilate,0.556
hyperventilating,0.625
hypnosis,0.546
hypnotic,0.569
hypnotist,0.627
hypnotize,0.508
hypothalamus,0.539
hypothesis,0.509
ibuprofen,0.504
iceberg,0.648
icebreaker,0.848
iconic,0.7
iconography,0.653
idea,0.704
ideal,0.736
idealism,0.689
idealist,0.802
idealistic,0.755
identical,0.527
identification,0.692
identify,0.667
identity,0.78
ideology,0.692
idiomatic,0.516
idol,0.853
idolatry,0.625
idolizing,0.643
idyllic,0.593
igneous,0.517
ignite,0.675
ignition,0.657
illuminate,0.782
illuminating,0.773
illumination,0.537
illuminator,0.718
illustrate,0.69
illustration,0.64
illustrative,0.647
illustrious,0.741
ilovechristmas,0.525
iloveher,0.556
imaginable,0.596
imagination,0.547
imaginative,0.593
imagine,0.587
imagining,0.545
imam,0.539
imbedded,0.562
immaculate,0.688
immeasurable,0.712
immeasurably,0.68
immediacy,0.627
immediate,0.716
immediately,0.707
immense,0.811
immerse,0.509
immersion,0.564
immigrant,0.509
imminent,0.643
immortal,0.795
immortality,0.861
immovable,0.571
immune,0.78
immunity,0.786
immunization,0.733
immutable,0.571
impact,0.776
impart,0.694
impartial,0.685
impartiality,0.616
impassable,0.553
impassioned,0.802
impatiently,0.539
impeach,0.664
impeachment,0.694
impeccable,0.824
impede,0.604
impelled,0.69
impending,0.752
impenetrable,0.839
imperative,0.708
imperceptible,0.548
imperial,0.922
imperialist,0.833
impermeable,0.558
impersonate,0.591
impersonation,0.528
impervious,0.536
impetuous,0.712
impetus,0.635
implacable,0.83
implant,0.588
implantation,0.741
implanted,0.679
implement,0.792
implication,0.69
implosion,0.547
imply,0.533
import,0.623
importance,0.864
important,0.836
importation,0.733
impose,0.745
imposing,0.836
imposition,0.618
impound,0.583
impregnable,0.667
impregnate,0.655
impress,0.895
impression,0.577
impressionable,0.645
impressive,0.873
imprint,0.685
imprison,0.545
improve,0.815
improved,0.679
improvement,0.611
improves,0.727
improving,0.682
improvisation,0.529
improvise,0.519
impulse,0.611
impulsive,0.607
impunity,0.602
imputation,0.621
inadvertently,0.549
inalienable,0.608
inaugural,0.608
inaugurate,0.8
inauguration,0.769
inborn,0.546
inbound,0.538
incalculable,0.679
incandescent,0.621
incantation,0.548
incarnate,0.593
incendiary,0.598
incentive,0.718
inception,0.561
incessant,0.544
incessantly,0.606
incidentally,0.5
incinerator,0.591
incision,0.558
incisive,0.545
incite,0.642
incitement,0.598
inclement,0.616
inclination,0.538
include,0.702
included,0.57
including,0.518
inclusion,0.712
inclusive,0.564
income,0.728
incoming,0.596
incomparable,0.67
inconceivable,0.561
incorporate,0.571
incorporation,0.768
incorrigible,0.5
increase,0.886
increased,0.773
incredible,0.902
increment,0.75
incriminating,0.5
incrimination,0.545
incumbent,0.565
incursion,0.719
indelible,0.591
indemnification,0.77
indemnify,0.613
indemnity,0.692
indenture,0.636
independence,0.911
independent,0.872
indescribable,0.648
indestructible,0.853
indicate,0.676
indicating,0.555
indication,0.75
indicative,0.591
indicator,0.67
indice,0.541
indictment,0.577
indigenous,0.552
indispensable,0.802
indistinguishable,0.548
individual,0.533
individuality,0.527
indivisible,0.58
indoctrination,0.698
indomitable,0.83
induce,0.684
inducement,0.685
induction,0.627
indulge,0.669
indulgence,0.517
indulgent,0.529
industrial,0.875
industrialist,0.843
industrious,0.791
industry,0.836
ineffable,0.585
inevitable,0.623
inexcusable,0.546
inexhaustible,0.643
infallibility,0.764
infallible,0.809
infantry,0.791
infatuation,0.53
infernal,0.571
infestation,0.527
infiltrate,0.587
infiltration,0.536
infinite,0.735
infinitely,0.829
infinity,0.805
infirmary,0.517
inflated,0.617
inflation,0.508
inflict,0.609
infliction,0.571
influence,0.824
influential,0.944
influx,0.575
info,0.642
infomercial,0.555
inform,0.679
informant,0.719
information,0.711
informative,0.741
informed,0.617
informer,0.58
infrared,0.526
infrastructure,0.694
infuriate,0.596
infuriated,0.51
infuriates,0.627
infuriating,0.509
infuse,0.589
infused,0.546
infuser,0.536
ingenious,0.891
ingenuity,0.868
ingestion,0.512
ingot,0.615
ingrained,0.712
ingress,0.736
inhabit,0.556
inhabitant,0.519
inhabited,0.51
inhabiting,0.598
inherit,0.694
inheritance,0.798
inhibition,0.534
inimaginable,0.534
inimical,0.556
inimitable,0.79
initial,0.539
initiate,0.553
initiated,0.65
initiation,0.527
initiative,0.768
inject,0.596
injection,0.518
injunction,0.519
inkling,0.57
inlay,0.565
innate,0.521
innermost,0.51
innerpeace,0.551
inning,0.52
innovate,0.75
innovation,0.89
innovative,0.83
innumerable,0.704
inoculation,0.598
input,0.527
inquest,0.721
inquirer,0.776
inquiring,0.5
inquiry,0.536
inquisitive,0.615
inquisitor,0.642
insatiable,0.558
inscription,0.542
inscrutable,0.613
insemination,0.622
inseparable,0.571
insert,0.519
insertion,0.565
insider,0.75
insight,0.649
insightful,0.713
insignia,0.685
insist,0.688
insistence,0.645
insistent,0.701
insists,0.61
inspect,0.793
inspection,0.718
inspector,0.852
inspiration,0.779
inspirational,0.81
inspire,0.759
inspired,0.736
install,0.736
installation,0.759
instance,0.558
instant,0.554
instantaneous,0.585
instantaneously,0.6
instigate,0.642
instigation,0.648
instill,0.618
instinct,0.642
instinctive,0.694
institute,0.807
institution,0.79
instruct,0.833
instructed,0.722
instruction,0.736
instructional,0.773
instructions,0.556
instructive,0.643
instructor,0.782
instrument,0.655
instrumental,0.647
instrumentalist,0.74
instrumentality,0.618
insubordination,0.634
insurance,0.825
insure,0.698
insurgent,0.66
insurmountable,0.737
insurrection,0.582
intact,0.602
integer,0.595
integral,0.615
integrate,0.7
integration,0.737
integrity,0.848
intellect,0.87
intellectual,0.845
intelligence,0.885
intelligent,0.868
intelligibility,0.689
intelligible,0.691
intend,0.519
intended,0.587
intending,0.597
intense,0.679
intensely,0.75
intensify,0.737
intensity,0.952
intensive,0.776
intent,0.5
intention,0.636
intentional,0.75
intentionally,0.696
interact,0.759
interaction,0.75
interactive,0.77
intercede,0.63
intercept,0.676
interception,0.643
intercession,0.598
interchange,0.565
interchangeable,0.526
intercourse,0.557
interdependence,0.639
interdependent,0.598
interdiction,0.585
interest,0.618
interested,0.725
interesting,0.731
interface,0.6
interferometer,0.517
intergalactic,0.741
interim,0.524
interject,0.658
interlocutory,0.527
intermediary,0.643
interminable,0.561
internally,0.616
international,0.702
internet,0.755
interoffice,0.556
interpolate,0.569
interpolation,0.528
interpret,0.673
interpretation,0.62
interpreter,0.596
interpretive,0.595
interrelated,0.592
interrogate,0.68
interrogation,0.657
interrupt,0.509
interrupting,0.509
intersection,0.658
interstate,0.6
interstellar,0.622
interstitial,0.534
intervene,0.768
intervention,0.689
interview,0.619
interviewer,0.816
interworking,0.691
intimacy,0.558
intimately,0.59
intimation,0.5
intimidate,0.632
intimidating,0.708
intimidation,0.644
intolerance,0.52
intolerant,0.509
intonation,0.598
intracranial,0.553
intrepid,0.637
intricate,0.5
intrinsic,0.526
intrinsically,0.538
intro,0.657
introduce,0.648
introduction,0.64
introductory,0.593
introspection,0.575
intrusion,0.67
intrusive,0.538
intubation,0.526
intuition,0.602
intuitive,0.69
intuitively,0.648
invade,0.714
invader,0.618
invaluable,0.745
invariably,0.55
invasion,0.808
invasive,0.598
invent,0.833
invention,0.811
inventive,0.721
inventor,0.847
inversion,0.772
invert,0.706
invest,0.682
investigate,0.781
investigation,0.82
investigative,0.704
investigator,0.779
investment,0.745
investor,0.791
invigorate,0.831
invincible,0.914
invitation,0.647
invite,0.611
inviting,0.538
invocation,0.673
invoke,0.579
involve,0.728
involvement,0.696
invulnerable,0.745
ire,0.575
iridescent,0.539
iron,0.679
ironclad,0.679
ironic,0.5
irons,0.625
irony,0.508
irradiation,0.509
irreducible,0.569
irrefutable,0.716
irreplaceable,0.833
irrepressible,0.745
irresistible,0.839
irrespective,0.745
irreverent,0.634
irreversible,0.667
irrevocable,0.712
isothermal,0.5
itemize,0.518
iterative,0.5
ivory,0.566
jackhammer,0.519
jackpot,0.786
jacks,0.505
jaguar,0.654
jailer,0.632
janitor,0.527
japan,0.58
jaunt,0.5
jeep,0.612
jeopardize,0.582
jeopardy,0.536
jesus,0.62
jet,0.606
jewel,0.625
jeweler,0.5
jewelry,0.597
jiggle,0.518
jigsaw,0.519
job,0.717
jobinterview,0.723
jockey,0.703
jog,0.519
join,0.684
joined,0.6
joining,0.685
joint,0.566
jointly,0.602
jolly,0.708
jornada,0.533
journalism,0.684
journalist,0.732
journey,0.625
journeyman,0.741
joust,0.551
jovial,0.526
joy,0.794
joyful,0.667
joyous,0.728
joyride,0.5
joys,0.651
jubilant,0.664
jubilee,0.579
judge,0.857
judged,0.722
judging,0.693
judgment,0.816
judgmental,0.579
judicial,0.833
judiciary,0.897
judicious,0.772
judo,0.612
juicer,0.564
jump,0.611
junta,0.704
juridical,0.873
jurisdiction,0.82
jurisprudence,0.764
jurist,0.713
juror,0.75
jury,0.789
justice,0.787
justifiable,0.821
justification,0.661
justify,0.615
juvenile,0.526
kaiser,0.69
kaleidoscope,0.58
kamikaze,0.645
karate,0.598
karma,0.537
keen,0.806
keep,0.547
keeper,0.773
keeping,0.723
key,0.519
keyed,0.521
keynote,0.545
keyword,0.747
khan,0.529
kick,0.526
kickboxing,0.651
kicker,0.614
kicking,0.51
kickoff,0.629
kidnap,0.535
kidnapper,0.618
kidnapping,0.561
kill,0.736
killer,0.543
killing,0.696
kind,0.618
kindness,0.508
kindred,0.517
kinematics,0.614
kinesiology,0.633
kinetic,0.537
king,0.892
king snake,0.647
kingdom,0.91
kingpin,0.642
kinship,0.652
kiss,0.63
kisser,0.618
kite,0.573
knack,0.82
knife,0.573
knight,0.835
knighthood,0.769
knock,0.527
knockout,0.664
know,0.704
knowing,0.658
knowledge,0.896
knowledgeable,0.971
kryptonite,0.588
kudos,0.642
lab,0.6
labor,0.754
laboratory,0.537
labored,0.637
laborer,0.698
laboring,0.737
laborious,0.709
lacrosse,0.509
laden,0.554
lady,0.602
ladylike,0.538
ladyship,0.822
lance,0.587
lancer,0.519
land,0.616
landing,0.596
landlord,0.858
landmark,0.681
landscaping,0.519
landslide,0.53
language,0.704
laptop,0.519
larder,0.509
large,0.736
larger,0.763
largo,0.517
laser,0.769
lash,0.609
lasting,0.745
latent,0.653
laudable,0.682
laudation,0.623
laugh,0.587
laughing,0.534
laughter,0.588
launch,0.598
launcher,0.808
launches,0.602
laureate,0.702
laurels,0.545
lava,0.615
lavish,0.73
law,0.815
lawful,0.78
lawlessness,0.509
lawman,0.786
lawsuit,0.611
lawyer,0.784
laxative,0.528
layout,0.557
layover,0.5
leaded,0.595
leader,0.926
leadership,0.983
leading,0.954
leads,0.615
leafy,0.7
leak,0.52
leakage,0.528
leap,0.667
learn,0.829
learned,0.543
learning,0.574
lease,0.545
lecture,0.737
lecturer,0.736
ledger,0.609
leer,0.509
leeway,0.569
legacy,0.827
legal,0.887
legality,0.713
legalize,0.818
legalized,0.855
legally,0.842
legend,0.75
legendary,0.863
legibility,0.58
legible,0.509
legion,0.852
legislate,0.736
legislation,0.808
legislative,0.8
legislator,0.877
legislature,0.698
legit,0.849
legitimacy,0.855
legitimate,0.841
legwork,0.509
lend,0.508
lender,0.703
length,0.533
lengthen,0.566
lengthening,0.528
lengthwise,0.528
lengthy,0.528
leniency,0.545
leopard,0.611
lessee,0.595
lesson,0.593
lessor,0.623
lethal,0.745
leverage,0.629
levitate,0.551
lexicon,0.615
ley,0.764
liabilities,0.694
liability,0.802
liable,0.821
liberal,0.755
liberalism,0.75
liberate,0.708
liberated,0.683
liberating,0.745
liberation,0.857
liberty,0.836
libido,0.571
librarian,0.509
library,0.549
license,0.702
lieutenant,0.92
life,0.824
lifeblood,0.708
lifeboat,0.533
lifeguard,0.786
lifeisgood,0.611
lifelike,0.765
lifelong,0.64
lifesaver,0.703
lifestyle,0.645
lifetime,0.736
lift,0.656
lifted,0.657
liftoff,0.588
ligament,0.51
light,0.519
light year,0.593
lighthouse,0.51
lighting,0.75
lightness,0.526
lightning,0.595
lights,0.575
likable,0.663
likelihood,0.542
likeness,0.561
liking,0.589
limber,0.673
limelight,0.694
limit,0.5
limitless,0.655
limo,0.667
limousine,0.64
lineage,0.721
linebacker,0.543
lineup,0.638
lingering,0.667
linguist,0.634
linguistic,0.618
linguistics,0.618
lion,0.682
liquefaction,0.535
liquidate,0.664
liquidation,0.649
liquidator,0.75
liquidity,0.534
literacy,0.638
literal,0.574
literally,0.673
literary,0.667
literature,0.598
lithe,0.602
lithology,0.525
lithosphere,0.689
litigant,0.696
litigate,0.712
litigation,0.602
litigator,0.732
litigious,0.632
liturgy,0.568
live,0.676
livelife,0.664
livelihood,0.721
lively,0.642
liven,0.673
livestock,0.519
living,0.727
llama,0.519
load,0.528
loader,0.686
loam,0.673
lobbyist,0.565
localization,0.545
localize,0.679
localized,0.621
locate,0.786
location,0.546
locator,0.614
lock,0.6
locket,0.616
lockup,0.617
locomotion,0.595
locomotive,0.721
lodging,0.527
lofty,0.569
logarithm,0.551
logarithmic,0.606
logic,0.819
logical,0.648
logistics,0.73
logo,0.565
logotype,0.509
long,0.543
longevity,0.745
longing,0.56
longitude,0.516
longitudinal,0.582
longitudinally,0.569
longtime,0.546
look,0.615
lookout,0.639
looming,0.528
loot,0.537
lord,0.684
lords,0.781
lordship,0.736
lore,0.768
lotus,0.51
loud,0.87
loudly,0.667
loudness,0.62
loudspeaker,0.689
lovable,0.565
love,0.673
loved,0.582
lovee,0.611
loveee,0.693
lovelife,0.592
loveliness,0.75
lovelovelove,0.554
lovely,0.741
lovemaking,0.814
lovemylife,0.573
lover,0.75
lovesick,0.5
lovethis,0.526
loving,0.636
lovinglife,0.673
lovinlife,0.544
loyal,0.657
loyalty,0.793
lucid,0.705
luck,0.717
luckiest,0.852
lucky,0.793
lucrative,0.798
lumbering,0.655
lumberjack,0.726
luminescent,0.526
luminous,0.783
lunch,0.542
lung,0.629
lunge,0.509
lungs,0.555
lurid,0.536
lurk,0.655
lurking,0.575
luscious,0.545
lush,0.833
lust,0.518
luster,0.558
lustful,0.643
lustrous,0.598
lusty,0.673
lute,0.5
luxuriant,0.812
luxurious,0.754
luxury,0.75
lynching,0.548
lynx,0.567
lyrical,0.618
machine,0.707
machinery,0.629
machinist,0.721
macho,0.676
macro,0.647
madam,0.571
madame,0.635
mademyday,0.537
maestro,0.849
mafia,0.676
magic,0.578
magical,0.595
magician,0.551
magistrate,0.904
magma,0.609
magna,0.652
magnate,0.868
