term,dominance
follicular,0.391
follower,0.461
folly,0.363
fondle,0.355
fondue,0.35
foodie,0.484
fool,0.148
fooled,0.241
fooling,0.384
foolish,0.109
foolishness,0.173
foot,0.254
foot stool,0.355
footage,0.364
footbridge,0.44
footing,0.464
footlocker,0.393
footloose,0.447
footpath,0.473
footprint,0.336
footwear,0.275
footwork,0.352
fop,0.328
forage,0.37
forced,0.458
forceps,0.436
ford,0.382
forefinger,0.37
forego,0.291
foregoing,0.324
foregone,0.235
foreign,0.385
foreigner,0.48
forensic,0.436
foreplay,0.474
forest,0.435
foreveralone,0.343
forfeit,0.245
forfeited,0.352
forfeiture,0.368
forgery,0.481
forget,0.209
forgetful,0.264
forgetfulness,0.302
forgiveness,0.471
forgotten,0.184
forked,0.365
forking,0.49
forlorn,0.217
form,0.436
formaldehyde,0.443
format,0.438
formless,0.163
fornication,0.457
forsake,0.223
forsaken,0.192
forsooth,0.406
fortnight,0.397
fortnightly,0.398
forty,0.482
fossil,0.38
fossils,0.422
foul,0.355
found,0.49
four,0.383
fourteen,0.308
fourth,0.398
fowl,0.364
fox,0.491
foxhole,0.389
foyer,0.443
fraction,0.4
fracture,0.375
fragile,0.126
fragility,0.2
fragment,0.429
fragmentary,0.464
frail,0.069
frailty,0.218
frame,0.42
framework,0.36
fraud,0.407
fraudulent,0.417
fray,0.482
frayed,0.307
frazzled,0.339
freak,0.464
freaked,0.34
freakedout,0.365
freakingout,0.339
freakout,0.397
freaky,0.384
freckle,0.254
freeze,0.481
freezer,0.407
freezing,0.471
freight,0.49
french horn,0.407
fresco,0.32
fresh,0.419
freshener,0.473
freshman,0.441
freshwater,0.393
fret,0.231
fretful,0.364
fricking,0.357
friday,0.341
fridge,0.402
fried,0.336
friendless,0.204
friggen,0.442
fright,0.191
frightened,0.255
frightful,0.455
frigid,0.395
fringe,0.323
fringed,0.348
frisbee,0.364
frisk,0.377
frivolous,0.377
frock,0.381
frog,0.15
froggy,0.425
frontage,0.277
frontispiece,0.491
frost,0.385
frosted,0.218
frosting,0.424
frosty,0.381
froth,0.194
frothy,0.356
frown,0.433
frozen,0.375
frugal,0.355
fruit,0.312
fruit punch,0.368
fruitcake,0.357
fruitless,0.311
fruits,0.259
fruity,0.33
frustrate,0.243
frustrated,0.255
frustrates,0.34
frustrating,0.264
frustration,0.28
fry,0.324
fryer,0.431
fuchsia,0.264
fuck,0.446
fuckedoff,0.316
fucker,0.357
fucking,0.39
fuckoff,0.457
fucksake,0.466
fucktard,0.364
fudge,0.407
fugitive,0.388
fulcrum,0.445
fumble,0.412
fume,0.372
fumin,0.443
fuming,0.481
fund,0.426
funds,0.461
funeral,0.393
fungus,0.173
funk,0.39
funky,0.389
funnel,0.336
fur,0.315
furlong,0.431
furnish,0.49
furnishings,0.346
furniture,0.264
furrow,0.345
furry,0.333
fuss,0.48
fustrated,0.356
futile,0.158
futility,0.176
futon,0.343
fuzz,0.363
fuzzy,0.158
gab,0.375
gaby,0.377
gad,0.408
gadget,0.382
gaff,0.429
gag,0.398
gaga,0.26
gage,0.473
gahhh,0.278
gal,0.337
gall,0.353
gallbladder,0.472
galled,0.356
galley,0.412
gallon,0.345
gallows,0.422
gamble,0.361
gambling,0.347
game,0.493
gametime,0.442
gaming,0.491
gamma,0.491
gammon,0.442
gamut,0.462
gander,0.353
gangland,0.405
gangrene,0.359
gangway,0.45
gaol,0.435
gap,0.357
gape,0.287
gaping,0.242
garage,0.455
garbage,0.192
garbled,0.27
garden,0.456
gardener,0.361
gardening,0.361
gardens,0.296
gargle,0.336
garish,0.311
garlic,0.277
garment,0.38
garnet,0.368
garnish,0.49
garter,0.353
gaseous,0.298
gash,0.406
gasp,0.298
gasping,0.379
gassy,0.304
gastric,0.43
gate,0.426
gauche,0.385
gaunt,0.237
gauntlet,0.39
gauze,0.276
gavel,0.49
gawk,0.434
gay,0.429
gazebo,0.341
gazelle,0.46
gazing,0.362
geek,0.39
geeky,0.454
geez,0.39
geezer,0.414
geisha,0.442
gel,0.279
gelatin,0.361
geld,0.456
gelding,0.455
gemini,0.327
generally,0.473
generic,0.422
genital,0.453
gent,0.464
gentleness,0.447
gently,0.36
geometric,0.491
geranium,0.458
gerbil,0.398
geriatric,0.436
germ,0.302
germs,0.38
gesture,0.427
getaway,0.368
getoverit,0.433
getoveryourself,0.472
getup,0.455
getyourown,0.492
ghastly,0.472
ghetto,0.482
ghost,0.343
ghostly,0.43
ghoul,0.43
gibberish,0.36
gift,0.483
giggle,0.36
giggles,0.346
giggling,0.391
gilded,0.455
gill,0.382
gimp,0.342
ginger,0.316
gingerbread,0.264
gingerly,0.415
ginseng,0.364
giraffe,0.436
girder,0.452
girdle,0.349
girl,0.443
girlie,0.409
girlish,0.345
girly,0.371
girth,0.377
giveaway,0.437
gizmo,0.337
gizzard,0.259
glabrous,0.462
glacial,0.474
glade,0.434
glance,0.454
gland,0.467
glass,0.322
glasses,0.33
glassware,0.45
glaucoma,0.315
glaze,0.356
glazed,0.491
glee,0.464
glen,0.406
glib,0.381
glide,0.415
glimmer,0.427
glimpse,0.455
glitch,0.269
globe,0.364
globular,0.438
gloom,0.196
gloomy,0.287
glossary,0.447
glove,0.382
gloves,0.491
glucose,0.444
glue,0.349
glum,0.123
gluten,0.388
glutton,0.384
gluttony,0.412
glycerin,0.402
gnat,0.2
gnome,0.38
go,0.444
goalie,0.455
goat,0.364
goatee,0.255
gob,0.447
gobble,0.455
goblet,0.442
goblin,0.377
goddamn,0.422
goddamned,0.42
godforsaken,0.422
godless,0.358
godson,0.429
gofuckyourself,0.415
goggle,0.36
goggles,0.278
goldfish,0.317
golf,0.447
golfing,0.455
gondola,0.379
gone,0.19
goner,0.274
gong,0.462
gonorrhea,0.322
goo,0.312
goober,0.342
goodbye,0.328
goodday,0.418
goodies,0.424
gooey,0.445
goof,0.272
goofball,0.382
goofy,0.179
goon,0.361
goop,0.333
goose,0.265
gopher,0.421
gorge,0.42
gory,0.455
gossip,0.245
gothic,0.475
gouge,0.4
goulash,0.347
gourd,0.289
gout,0.17
gown,0.421
grace,0.462
grader,0.42
gradually,0.464
graffiti,0.353
graft,0.42
grain,0.302
gram,0.26
grandchild,0.465
grandchildren,0.426
granddad,0.461
granddaddy,0.48
granddaughter,0.389
grandma,0.491
grandmother,0.426
grandpa,0.466
grange,0.391
granite,0.483
granny,0.452
granola,0.281
granular,0.443
granule,0.316
grape,0.295
grape juice,0.267
grapefruit,0.282
grapes,0.236
grapevine,0.232
graphic,0.491
graphite,0.336
grapple,0.482
grass,0.333
grasshopper,0.287
grassy,0.371
grate,0.419
grated,0.361
grating,0.282
gratis,0.417
gratuitous,0.452
gratuity,0.462
grave,0.386
gravel,0.332
graver,0.453
graveyard,0.272
gravitate,0.476
gravy,0.339
gray,0.189
graze,0.371
grease,0.306
greased,0.368
greaser,0.462
greasy,0.294
great disgust,0.389
great grandma,0.491
greatly negative,0.282
greedy,0.476
green,0.333
green bean,0.304
green pepper,0.425
greenhouse,0.384
greenish,0.429
greenwood,0.491
greeted,0.454
grey,0.295
greyhound,0.44
grid,0.443
gridiron,0.425
grief,0.474
grievance,0.364
grieve,0.333
grieved,0.191
grieving,0.403
grievous,0.179
griffin,0.36
grille,0.246
grilled,0.373
grim,0.298
grime,0.225
grimy,0.283
grin,0.491
grind,0.397
grinding,0.461
gripe,0.241
grisly,0.426
grist,0.363
grit,0.345
grits,0.346
gritty,0.375
groan,0.351
grocer,0.382
groceries,0.417
grocery,0.446
groggy,0.194
groin,0.364
groove,0.361
groovy,0.464
grope,0.358
gross,0.181
grotto,0.336
grouch,0.411
grouchy,0.407
groundhog,0.377
groundless,0.387
group,0.48
groupie,0.393
grouse,0.412
grout,0.366
grove,0.417
grovel,0.414
growl,0.482
growling,0.475
growls,0.442
growthefuckup,0.426
grr,0.333
grrr,0.327
grrrrr,0.444
grub,0.355
grubby,0.176
grudge,0.414
grudging,0.473
grudgingly,0.292
gruel,0.297
gruesome,0.474
gruff,0.472
grumble,0.333
grump,0.425
grunt,0.392
grunting,0.481
guacamole,0.282
guano,0.191
guess,0.442
guesswork,0.405
guesthouse,0.406
guidebook,0.427
guile,0.467
guilt,0.206
guilty,0.352
guinea,0.396
guise,0.324
guitar,0.469
gules,0.34
gulf,0.398
gull,0.378
gullet,0.393
gullible,0.318
gully,0.394
gulp,0.409
gum,0.213
gumbo,0.361
gummy,0.291
gumption,0.488
gunk,0.219
gurney,0.352
gush,0.381
gusher,0.453
gusset,0.423
gusty,0.455
gut,0.364
gutless,0.384
gutter,0.4
guzzler,0.436
guzzling,0.38
gymnasium,0.474
gypsy,0.396
habitual,0.49
hag,0.411
haggard,0.246
haggle,0.461
haiku,0.392
hail,0.411
hair,0.286
hairball,0.315
hairbrush,0.263
haircut,0.307
hairdo,0.435
hairdresser,0.407
hairdryer,0.33
hairless,0.139
hairline,0.23
hairpin,0.37
hairspray,0.269
hairstyle,0.433
hairy,0.343
half,0.276
halfback,0.44
halftime,0.429
halfway,0.339
halibut,0.411
hall,0.424
hallmark,0.411
hallucination,0.37
hallway,0.279
halo,0.441
halt,0.432
halter,0.431
halve,0.302
halving,0.366
ham,0.404
hamburger,0.387
hamlet,0.397
hammock,0.287
hamper,0.473
hamster,0.349
hamstring,0.443
hand,0.434
handbag,0.336
handball,0.44
handful,0.4
handicap,0.264
handicapped,0.18
handiwork,0.41
handkerchief,0.219
handmade,0.475
handprint,0.463
handshake,0.492
handwriting,0.381
handyman,0.393
hang,0.446
hangar,0.481
hanger,0.461
hanging,0.389
hangout,0.462
hangover,0.267
hangry,0.279
hank,0.339
hanky,0.25
hap,0.453
haphazard,0.324
hapless,0.193
happytweet,0.437
harassing,0.446
harassment,0.42
hardball,0.452
hardship,0.482
hare,0.345
harebrained,0.436
hark,0.398
harlot,0.33
harm,0.423
harmful,0.291
harmless,0.241
harp,0.356
harper,0.435
harpsichord,0.438
harrowing,0.474
harry,0.39
hart,0.447
hash,0.355
hashish,0.358
hassle,0.489
hasty,0.424
hat,0.353
hatch,0.402
hate,0.43
hateeee,0.368
hateeveryone,0.429
hateful,0.43
hater,0.422
hateyou,0.464
hating,0.434
hatred,0.424
haul,0.453
haw,0.431
hawking,0.491
hay,0.343
haye,0.336
hayride,0.464
haystack,0.331
haywire,0.43
haze,0.217
hazy,0.23
headache,0.273
headaches,0.259
headdress,0.443
headland,0.43
headless,0.235
headlight,0.393
headlong,0.409
headphones,0.336
headset,0.302
headstone,0.349
heap,0.474
hear,0.444
hearer,0.415
hearsay,0.333
hearse,0.324
heart disease,0.386
heartache,0.291
heartattack,0.455
heartbreak,0.245
heartbreaking,0.423
heartbroken,0.235
heartburn,0.398
heartless,0.4
heartsick,0.208
heartworm,0.43
heat,0.433
heathen,0.491
heather,0.407
heaviness,0.318
heaving,0.491
hectares,0.471
hectic,0.438
hedgehog,0.377
hee,0.312
heel,0.385
heels,0.396
heheh,0.278
heifer,0.321
heinous,0.471
helical,0.468
helium,0.304
hellhole,0.421
helmet,0.402
help,0.46
helpless,0.214
helplessness,0.25
hem,0.291
hematite,0.342
hematoma,0.398
hemi,0.342
hemlock,0.434
hemoglobin,0.418
hemorrhage,0.426
hemorrhoids,0.304
hemostat,0.464
hemp,0.422
hen,0.241
henceforth,0.466
henhouse,0.414
hepatitis,0.358
herb,0.353
herbaceous,0.31
herbal,0.39
herbarium,0.327
herbs,0.308
herd,0.474
heresy,0.443
heretic,0.447
heretical,0.487
heretofore,0.385
hereunto,0.333
herewith,0.415
hermaphrodite,0.481
hermit,0.351
hernia,0.223
herpes,0.309
herpesvirus,0.435
herring,0.422
hesitant,0.321
hesitate,0.232
hesitating,0.24
hesitation,0.217
hetero,0.435
hew,0.377
hex,0.363
hexagon,0.425
hiatus,0.352
hibernate,0.431
hibernation,0.384
hiccup,0.24
hick,0.314
hickey,0.345
hickory,0.415
hidden,0.327
hide,0.218
hideaway,0.36
hideous,0.328
hideout,0.302
hiding,0.364
high heels,0.429
highball,0.481
hightail,0.481
highway,0.425
hiking boot,0.446
hillside,0.458
hind,0.337
hinder,0.47
hindering,0.435
hindrance,0.473
hinge,0.417
hinterland,0.457
hip,0.345
hip hop,0.484
hippie,0.396
hippo,0.477
hirsute,0.373
hiss,0.37
hissing,0.4
hitchhike,0.385
hitherto,0.463
hoarse,0.315
hoary,0.424
hoax,0.303
hob,0.415
hobbit,0.472
hobby,0.471
hobo,0.282
hock,0.412
hoe,0.418
hog,0.271
hogwash,0.361
hohoho,0.33
hoist,0.458
hokey,0.43
hold,0.364
holdup,0.398
hole,0.33
holler,0.406
hollow,0.222
holly,0.443
holster,0.339
homeboy,0.436
homecoming,0.472
homeless,0.188
homely,0.399
homemade,0.398
homeopathic,0.4
homeopathy,0.439
homeroom,0.491
homesick,0.347
homeward,0.435
homework,0.459
homily,0.425
hominy,0.429
homo,0.415
homophobic,0.464
homosexual,0.431
homosexuality,0.429
honcho,0.397
hone,0.473
honeycomb,0.412
honk,0.415
honky,0.425
hooch,0.373
hood,0.306
hooded,0.439
hoodlum,0.432
hoof,0.365
hook,0.395
hooked,0.454
hooker,0.373
hooky,0.452
hooligan,0.455
hoop,0.315
hoopla,0.353
hoot,0.43
hooter,0.455
hop,0.427
hopeless,0.112
hopelessness,0.223
hoping,0.454
hopper,0.442
horizontal,0.387
horizontally,0.439
horn,0.366
horned,0.375
horoscope,0.49
horrendous,0.365
horrible,0.398
horribly,0.454
horrid,0.419
horrific,0.481
horrified,0.368
horrifying,0.352
horror,0.438
horrors,0.409
horseradish,0.476
horseshit,0.179
horseshoe,0.406
horsey,0.462
horticulture,0.434
hose,0.263
hosiery,0.373
hostage,0.325
hostel,0.398
hostile,0.474
hostilities,0.444
hostility,0.465
hotbed,0.395
hotdog,0.373
hotel,0.407
hotyoga,0.446
hour,0.336
hourglass,0.492
hourly,0.491
houseboat,0.429
houseboy,0.393
housebroken,0.389
houseguest,0.481
housekeeping,0.445
housewife,0.449
housework,0.342
hovel,0.322
hover,0.404
howl,0.407
howsoever,0.345
hoy,0.471
hub,0.433
hubby,0.43
huckleberry,0.296
huddle,0.445
hue,0.417
huff,0.315
huffy,0.375
hugger,0.412
huggy,0.451
hull,0.353
hum,0.276
humanoid,0.491
humble,0.483
humbled,0.198
humbly,0.37
humbug,0.456
humdrum,0.353
humid,0.366
humidity,0.367
humiliate,0.275
humiliated,0.216
humiliating,0.279
humiliation,0.31
humility,0.444
hummingbird,0.273
humor,0.462
hump,0.25
humpback,0.247
hunchback,0.259
hundred,0.406
hundredth,0.466
hunger,0.328
hungry,0.254
hunk,0.361
hunks,0.482
hunky,0.438
hurdle,0.434
hurried,0.393
hurry,0.481
hurt,0.291
hurtful,0.463
hurting,0.221
husbandry,0.445
hush,0.312
hushed,0.272
husk,0.147
husky,0.49
hussy,0.384
hustle,0.427
hut,0.375
hyacinth,0.342
hydrant,0.367
hydrocephalus,0.393
hydrophobia,0.351
hyena,0.464
hymen,0.457
hypertension,0.427
hypertrophy,0.413
hyphen,0.381
hypnotized,0.38
hypochondriac,0.333
hypocrisy,0.37
hypocrite,0.306
hypocritical,0.415
hypodermic,0.445
hypothermia,0.301
hypothetical,0.361
hysterectomy,0.47
hysteria,0.482
hysterical,0.398
ice,0.219
ice tea,0.336
icebox,0.37
iced,0.339
icing,0.411
icky,0.342
icon,0.415
icy,0.345
id,0.391
identically,0.487
idiocy,0.137
idiom,0.445
idiot,0.113
idiotic,0.17
idiots,0.144
idle,0.112
idleness,0.228
idler,0.194
iffy,0.333
ifonly,0.255
igloo,0.345
ignorance,0.209
ignorant,0.223
ignore,0.295
iguana,0.291
ihatespiders,0.42
ilk,0.455
ill,0.2
illegal,0.337
illegality,0.427
illegally,0.402
illegible,0.315
illegitimate,0.302
illicit,0.39
illiterate,0.151
illness,0.211
illogical,0.251
illusion,0.387
image,0.453
imagery,0.39
imaginary,0.31
imagined,0.418
imaging,0.482
imbalance,0.264
imbecile,0.26
imissyou,0.344
imitate,0.336
imitated,0.442
imitation,0.343
immaterial,0.295
immature,0.2
immaturity,0.221
immemorial,0.454
immigration,0.454
immobile,0.298
immoral,0.385
immorality,0.315
imp,0.42
impair,0.36
impaired,0.269
impairment,0.22
impatience,0.411
impatient,0.429
impediment,0.409
imperfect,0.202
imperfection,0.321
imperfectly,0.33
impermissible,0.352
impersonal,0.472
impersonator,0.406
impertinence,0.42
impertinent,0.373
implicate,0.434
implicated,0.438
implied,0.481
implore,0.377
impolite,0.282
impossibility,0.306
impossible,0.407
impostor,0.442
impotence,0.224
impotent,0.333
impoverished,0.203
impracticable,0.381
impractical,0.291
impressed,0.429
imprisoned,0.302
imprisonment,0.471
improbable,0.439
impromptu,0.415
improper,0.259
impropriety,0.389
improvised,0.443
imprudent,0.265
impudence,0.472
impudent,0.462
impure,0.208
impurity,0.306
imtryingtosleep,0.385
inability,0.25
inaccessible,0.446
inaccurate,0.25
inaction,0.325
inactivate,0.415
inactivation,0.22
inactive,0.159
inactivity,0.227
inadequacy,0.297
inadequate,0.223
inadequateness,0.316
inadmissible,0.389
inadvertent,0.286
inaffable,0.455
inane,0.268
inanimate,0.224
inapplicable,0.33
inappropriate,0.353
inattention,0.188
inaudible,0.358
inbred,0.473
incapable,0.155
incapacity,0.217
incarceration,0.397
incase,0.365
incense,0.328
incensed,0.392
incest,0.491
incestuous,0.442
inch,0.3
incidence,0.429
incident,0.482
incidental,0.404
incineration,0.47
incipient,0.43
incline,0.345
inclined,0.402
incognito,0.446
incoherent,0.25
incompatible,0.31
incompetence,0.208
incompetent,0.239
incomplete,0.205
incompletely,0.232
incompleteness,0.234
incomprehensible,0.344
inconclusive,0.34
incongruous,0.343
inconsequential,0.345
inconsiderate,0.423
inconsistency,0.314
inconsistent,0.295
inconspicuous,0.368
incontinence,0.272
inconvenience,0.291
inconvenient,0.375
incorrect,0.255
incredulous,0.269
incriminate,0.416
incubation,0.397
incubator,0.405
incubus,0.482
incur,0.495
incurable,0.255
indebted,0.275
indecency,0.491
indecent,0.24
indecision,0.196
indecisive,0.19
indefensible,0.484
indefinite,0.296
indent,0.379
indentation,0.349
indeterminate,0.322
index,0.342
indict,0.458
indie,0.43
indifference,0.299
indifferent,0.25
indigent,0.223
indigestion,0.182
indignant,0.423
indignation,0.431
indignity,0.306
indigo,0.473
indirect,0.33
indiscreet,0.342
indiscretion,0.39
indisposed,0.206
indistinct,0.36
indolent,0.259
indoor,0.347
induced,0.491
ineffective,0.094
ineffectual,0.2
inefficiency,0.181
inefficient,0.173
inelastic,0.385
ineligible,0.457
inept,0.209
ineptitude,0.25
inequality,0.259
inequitable,0.373
inert,0.319
inertia,0.322
inexact,0.17
inexpensive,0.26
inexperience,0.151
inexperienced,0.231
inexplicable,0.443
inexpressible,0.364
infamous,0.472
infamy,0.421
infancy,0.37
infant,0.328
infanticide,0.443
infantile,0.259
infarct,0.386
infatuated,0.417
infeasible,0.236
infect,0.424
infection,0.407
infectious,0.422
infer,0.453
inference,0.398
inferential,0.455
inferior,0.106
inferiority,0.205
inferno,0.463
infertile,0.255
infertility,0.328
infidel,0.404
infidelity,0.392
infield,0.438
infinitesimal,0.496
infirm,0.21
infirmity,0.252
inflammation,0.423
inflammatory,0.404
inflatable,0.4
inflate,0.462
inflection,0.377
inflorescence,0.412
influenza,0.321
informal,0.441
infraction,0.471
infrequent,0.192
infrequently,0.327
infringement,0.481
infusion,0.453
ingest,0.473
ingrate,0.327
ingredient,0.451
inhalation,0.464
inhale,0.492
inhaler,0.349
inherent,0.48
inhibit,0.447
inhibitor,0.471
inhospitable,0.395
inhuman,0.492
inhumane,0.402
inhumanity,0.405
iniquity,0.425
injure,0.364
injured,0.302
injuring,0.245
injurious,0.366
injury,0.287
injustice,0.444
ink,0.235
inland,0.423
inlet,0.466
inmate,0.398
inn,0.475
innards,0.4
inner,0.443
innings,0.443
innkeeper,0.472
innocence,0.307
innocent,0.34
innocently,0.302
innocuous,0.172
innuendo,0.463
inoperable,0.304
inoperative,0.273
inordinate,0.33
inorganic,0.282
inquire,0.363
insane,0.265
insanity,0.337
insect,0.242
insecticide,0.43
insecure,0.132
insecurity,0.35
insensitive,0.302
inserted,0.476
inside,0.472
insidious,0.48
insignificance,0.222
insignificant,0.114
insinuate,0.413
insipid,0.241
insolence,0.402
insolent,0.343
insoluble,0.414
insolvency,0.3
insolvent,0.318
insomnia,0.373
insomniac,0.329
instability,0.353
installment,0.483
insufferable,0.291
insufficiency,0.21
insufficient,0.093
insufficiently,0.198
insular,0.465
insulate,0.286
insulated,0.304
insulation,0.264
insulin,0.375
insult,0.389
insulting,0.412
intake,0.442
intangible,0.473
inter,0.466
interchanged,0.434
intercom,0.453
interfere,0.471
interference,0.357
interior,0.462
interlude,0.377
intermediate,0.4
interment,0.346
intermission,0.402
intermittent,0.436
intern,0.392
internal,0.423
internship,0.482
interrupted,0.333
interruption,0.425
interrupts,0.389
intersect,0.48
interval,0.4
intervening,0.442
intestate,0.415
intestinal,0.37
intestine,0.38
intestines,0.398
intimate,0.393
intimidated,0.208
intolerable,0.439
intoxicated,0.246
intoxicating,0.464
intoxication,0.4
intractable,0.302
intramural,0.447
intravenous,0.458
intrigue,0.327
intriguing,0.462
introspective,0.471
intrude,0.48
intruder,0.324
inundation,0.455
invalid,0.255
invalidate,0.397
invalidation,0.278
invalidity,0.158
inventory,0.49
inverse,0.319
inversely,0.351
inverted,0.357
invidious,0.364
invisibility,0.382
invisible,0.412
invoice,0.474
involuntary,0.231
involution,0.407
inwards,0.438
iodine,0.333
ion,0.408
iota,0.314
irate,0.474
iris,0.38
irked,0.353
irks,0.339
irrational,0.394
irrationality,0.361
irreconcilable,0.375
irregular,0.321
irregularity,0.306
irregularly,0.397
irrelevant,0.296
irreparable,0.43
irresponsible,0.241
irrigate,0.49
irrigation,0.426
irritability,0.283
irritable,0.462
irritate,0.368
irritated,0.281
irritates,0.295
irritating,0.393
irritation,0.496
island,0.432
isle,0.443
islet,0.367
isolate,0.336
isolated,0.255
isolation,0.339
isomorphism,0.481
isotope,0.407
issue,0.351
itch,0.465
itching,0.3
itchy,0.296
item,0.465
items,0.434
iterate,0.44
iteration,0.486
itinerant,0.439
itinerary,0.454
jab,0.482
jabber,0.342
jack,0.441
jackal,0.436
jackass,0.279
jacket,0.382
jackrabbit,0.344
jade,0.455
jaded,0.4
jag,0.427
jagged,0.213
jail,0.48
jailbird,0.473
jailbreak,0.471
jailhouse,0.43
jalopy,0.337
jam,0.318
jamboree,0.351
jammed,0.411
jammer,0.491
janitorial,0.481
jar,0.318
jargon,0.404
jarhead,0.464
jarring,0.309
jasmine,0.286
jasper,0.402
jaundice,0.355
java,0.343
javelin,0.465
jaw,0.42
jawbone,0.342
jaws,0.455
jay,0.389
jazz,0.45
jazzy,0.389
jealous,0.345
jealousy,0.481
jean,0.364
jeans,0.371
jeering,0.38
jelly,0.256
jellybean,0.399
jellyfish,0.377
jenny,0.407
jerk,0.238
jerks,0.395
jerky,0.358
jersey,0.411
jest,0.222
jester,0.264
jetty,0.453
jib,0.413
jiff,0.349
jiffy,0.38
jig,0.357
jihad,0.444
jimmy,0.311
jingle,0.424
jinx,0.373
jitters,0.192
jittery,0.255
jive,0.373
jock,0.473
jockstrap,0.39
jogger,0.424
john,0.327
joke,0.316
joker,0.416
joking,0.407
jolt,0.358
jot,0.35
jour,0.415
journal,0.352
journalistic,0.495
jug,0.213
juggle,0.426
juggler,0.48
juggling,0.346
jugular,0.426
juice,0.352
juicy,0.49
juju,0.206
juke,0.41
jukebox,0.429
jumble,0.331
jumbled,0.445
jumbo,0.447
jump rope,0.368
jumper,0.481
jumpsuit,0.361
jumpy,0.216
junction,0.364
juncture,0.491
jungle,0.481
junior,0.304
juniper,0.352
junk,0.118
junket,0.386
junkie,0.363
junky,0.343
junkyard,0.302
juststop,0.364
justthebeginning,0.481
jute,0.295
juxtaposition,0.46
kale,0.411
kangaroo,0.301
kanji,0.425
kappa,0.366
kaput,0.44
karaoke,0.342
karmic,0.464
kayak,0.364
kazoo,0.411
kebab,0.377
keel,0.419
keepsake,0.491
keg,0.404
kelp,0.213
ken,0.36
kennel,0.406
kerchief,0.236
kern,0.449
kernel,0.462
kerosene,0.427
ketchup,0.282
kettle,0.333
keyboard,0.349
keyhole,0.356
keypad,0.33
keystone,0.491
khaki,0.278
kibble,0.404
kid,0.298
kidder,0.471
kidding,0.457
kiddo,0.419
kiddos,0.342
kidnapped,0.455
kidney,0.38
kids,0.417
killjoy,0.324
kiln,0.414
kilo,0.461
kilogram,0.455
kilometer,0.485
kilt,0.348
kimono,0.363
kin,0.457
kindergarten,0.308
kindling,0.421
kink,0.321
kinky,0.361
kiosk,0.321
kirk,0.388
kissy,0.402
kit,0.42
kitchen,0.398
kitten,0.26
kiwi,0.282
klutz,0.356
knapsack,0.268
knead,0.345
knee,0.396
kneecap,0.44
kneel,0.217
kneeling,0.144
knell,0.377
knick,0.42
knickers,0.328
knit,0.295
knob,0.272
knockoff,0.24
knoll,0.333
knot,0.408
knots,0.267
knotted,0.294
knowingly,0.481
knuckle,0.393
knucklehead,0.288
knuckles,0.32
koala,0.311
kook,0.398
kooky,0.366
kool-aid,0.393
kos,0.407
kosher,0.312
kraut,0.39
kris,0.407
kumquat,0.39
label,0.423
labyrinth,0.491
lac,0.331
lace,0.293
laceration,0.443
lack,0.242
lackey,0.166
lacking,0.121
lackluster,0.264
lacquer,0.258
lactose,0.433
lad,0.336
ladder,0.358
laddie,0.391
lading,0.409
ladle,0.352
lady bug,0.381
ladybug,0.224
lag,0.246
lager,0.353
lagging,0.277
lagoon,0.373
lair,0.392
laity,0.487
lake,0.425
lama,0.4
lamb,0.321
lame,0.217
lament,0.352
lamenting,0.254
lamina,0.408
laminated,0.373
lamp,0.309
lamppost,0.455
landed,0.48
landfall,0.407
landfill,0.324
landlady,0.417
landlocked,0.367
lands,0.492
landscape,0.423
lane,0.451
languid,0.283
languish,0.382
languishing,0.353
lanky,0.37
lantern,0.243
lap,0.412
lapdog,0.269
lapel,0.288
lapse,0.281
lapsed,0.276
larceny,0.454
lard,0.179
lark,0.352
larva,0.254
laryngitis,0.37
larynx,0.402
lasagna,0.396
lass,0.433
lasso,0.339
lastday,0.463
lastminute,0.385
latch,0.288
late,0.315
lateness,0.343
lateral,0.322
laterally,0.45
latex,0.325
lathe,0.425
lather,0.313
latitude,0.49
latrine,0.176
latrines,0.267
latte,0.311
lattice,0.349
laud,0.383
laudatory,0.45
laughable,0.298
laughingstock,0.312
laughs,0.425
launder,0.349
laundering,0.444
laundry,0.377
laurel,0.302
lavage,0.361
lavatory,0.259
lavender,0.388
lawless,0.42
lawn,0.192
lawnmower,0.355
lax,0.3
lay,0.491
layaway,0.451
layer,0.366
layered,0.436
layman,0.424
laziness,0.132
lazy,0.096
lazyday,0.145
lea,0.358
lead,0.455
leaf,0.294
leaflet,0.375
league,0.462
leaky,0.288
lean,0.438
leaned,0.49
leaning,0.352
learner,0.398
leash,0.427
leather,0.341
leathery,0.411
leave,0.295
leavemealone,0.402
leaving,0.371
lecherous,0.376
ledge,0.339
lee,0.296
leech,0.268
leeches,0.295
leery,0.41
lees,0.406
left,0.361
leftout,0.245
leftover,0.222
leftovers,0.116
lefty,0.379
leg,0.313
lego,0.189
legs,0.228
legume,0.465
leisure,0.421
leisurely,0.367
lemma,0.391
lemon,0.316
lemonade,0.412
lending,0.462
lengthened,0.474
lenient,0.34
lens,0.472
leotard,0.391
leper,0.206
leprechaun,0.417
leprosy,0.349
lesbian,0.415
lesbianism,0.44
lesion,0.361
less,0.115
lessen,0.255
lessening,0.277
lesser,0.211
let,0.307
lethargic,0.375
lethargy,0.316
letter,0.342
lettered,0.482
letterhead,0.462
lettering,0.431
letters,0.364
lettuce,0.291
