song_id,dataset,title,artist,genre,arousal_mean,arousal_std,valence_mean,valence_std,emotion_4Q,emotion_2Q
ML638,MoodyLyrics4Q,Sneakernight,Vanessa Hudgens,,,,,,happy,positive
ML639,MoodyLyrics4Q,Tie You Up (The Pain of Love),The Rolling Stones,,,,,,angry,negative
ML640,MoodyLyrics4Q,The Earth is Broken,Tim Buckley,,,,,,sad,negative
ML641,MoodyLyrics4Q,Cops and Robbers,The Hoosiers,,,,,,happy,positive
ML642,MoodyLyrics4Q,Detour Ahead,Jane Monheit,,,,,,relaxed,positive
ML643,MoodyLyrics4Q,Window Seat,Erykah Badu,,,,,,relaxed,positive
ML644,MoodyLyrics4Q,Survival of the Fittest,Mobb Deep,,,,,,angry,negative
ML645,MoodyLyrics4Q,Dead to the World,Röyksopp,,,,,,relaxed,positive
ML646,MoodyLyrics4Q,Getcha Groove On,Limp Bizkit,,,,,,angry,negative
ML647,MoodyLyrics4Q,He Said She Said,Ashley Tisdale,,,,,,happy,positive
ML648,MoodyLyrics4Q,9 To 5,Dolly Parton,,,,,,happy,positive
ML649,MoodyLyrics4Q,Just One Fix,Ministry,,,,,,angry,negative
ML650,MoodyLyrics4Q,A Time For Love,Shirley Horn,,,,,,relaxed,positive
ML651,MoodyLyrics4Q,Breakin' Dishes,Rihanna,,,,,,angry,negative
ML652,MoodyLyrics4Q,The Sailor Song,Toy-Box,,,,,,happy,positive
ML653,MoodyLyrics4Q,Wild Child,Enya,,,,,,relaxed,positive
ML654,MoodyLyrics4Q,Blood of Heroes,Megadeth,,,,,,angry,negative
ML655,MoodyLyrics4Q,Mosh,Eminem,,,,,,angry,negative
ML656,MoodyLyrics4Q,Pumpkin Soup,Kate Nash,,,,,,happy,positive
ML657,MoodyLyrics4Q,My Violent Heart,Nine Inch Nails,,,,,,angry,negative
ML658,MoodyLyrics4Q,The Conversation,Spahn Ranch,,,,,,sad,negative
ML659,MoodyLyrics4Q,Faithful,Common,,,,,,relaxed,positive
ML660,MoodyLyrics4Q,Jonz In My Bonz,D'Angelo,,,,,,relaxed,positive
ML661,MoodyLyrics4Q,She's Got A Reason,The Coral,,,,,,relaxed,positive
ML662,MoodyLyrics4Q,Mystery Repeats,Pete Philly & Perquisite,,,,,,happy,positive
ML663,MoodyLyrics4Q,Masterfade,Andrew Bird,,,,,,relaxed,positive
ML664,MoodyLyrics4Q,Redneck,Lamb of God,,,,,,angry,negative
ML665,MoodyLyrics4Q,99,The Haunted,,,,,,angry,negative
ML666,MoodyLyrics4Q,Dunkelheit,Burzum,,,,,,sad,negative
ML667,MoodyLyrics4Q,Microphones in the Trees,A Silver Mt. Zion,,,,,,sad,negative
ML668,MoodyLyrics4Q,Eyes Open,Gossip,,,,,,angry,negative
ML669,MoodyLyrics4Q,In My Tears,Emigrate,,,,,,sad,negative
ML670,MoodyLyrics4Q,Sonic Reducer,Dead Boys,,,,,,angry,negative
ML671,MoodyLyrics4Q,Something About You,Anthony David,,,,,,relaxed,positive
ML672,MoodyLyrics4Q,Wishing Heart,Lisa Loeb,,,,,,happy,positive
ML673,MoodyLyrics4Q,Bottle Up And Explode!,Elliott Smith,,,,,,relaxed,positive
ML674,MoodyLyrics4Q,The Tide,Neurosis,,,,,,sad,negative
ML675,MoodyLyrics4Q,Wonderful Night,Fatboy Slim,,,,,,happy,positive
ML676,MoodyLyrics4Q,Like I Love You,Justin Timberlake,,,,,,happy,positive
ML677,MoodyLyrics4Q,Weather,Amel Larrieux,,,,,,relaxed,positive
ML678,MoodyLyrics4Q,Listen To Your Body Tonight,Black Kids,,,,,,happy,positive
ML679,MoodyLyrics4Q,Make Out Fall Out Make Up,Love Is All,,,,,,sad,negative
ML680,MoodyLyrics4Q,Hickory Wind,The Byrds,,,,,,sad,negative
ML681,MoodyLyrics4Q,Elysian Fields,Megadeth,,,,,,angry,negative
ML682,MoodyLyrics4Q,Praise of Death,Slayer,,,,,,angry,negative
ML683,MoodyLyrics4Q,Crazy In Love,Snow Patrol,,,,,,happy,positive
ML684,MoodyLyrics4Q,She's Got That Vibe,R. Kelly & Public Announcement,,,,,,happy,positive
ML685,MoodyLyrics4Q,Run for Your Life,The Beatles,,,,,,angry,negative
ML686,MoodyLyrics4Q,Lilywhite,Cat Stevens,,,,,,relaxed,positive
ML687,MoodyLyrics4Q,Bring the Noise,Anthrax,,,,,,angry,negative
ML688,MoodyLyrics4Q,Ooh Ooh Baby,Britney Spears,,,,,,happy,positive
ML689,MoodyLyrics4Q,Piece by Piece,Slayer,,,,,,angry,negative
ML690,MoodyLyrics4Q,In the Navy,Village People,,,,,,happy,positive
ML691,MoodyLyrics4Q,Flashdance,Deep Dish,,,,,,happy,positive
ML692,MoodyLyrics4Q,Brave New Girl,Britney Spears,,,,,,happy,positive
ML693,MoodyLyrics4Q,Summertime,Janis Joplin,,,,,,sad,negative
ML694,MoodyLyrics4Q,Time to Start,Blue Man Group,,,,,,happy,positive
ML695,MoodyLyrics4Q,Ride For Vengeance,Amon Amarth,,,,,,angry,negative
ML696,MoodyLyrics4Q,Piano Song,Tindersticks,,,,,,sad,negative
ML697,MoodyLyrics4Q,Great Big White World,Marilyn Manson,,,,,,sad,negative
ML698,MoodyLyrics4Q,Black Mirror,Arcade Fire,,,,,,sad,negative
ML699,MoodyLyrics4Q,Voodoo People,The Prodigy,,,,,,angry,negative
ML700,MoodyLyrics4Q,Baby Don't You Cry No More,Frida,,,,,,relaxed,positive
ML701,MoodyLyrics4Q,Mariella,Kate Nash,,,,,,happy,positive
ML702,MoodyLyrics4Q,Under A Killing Moon,Thrice,,,,,,angry,negative
ML703,MoodyLyrics4Q,Blue Ridge Mountains,Fleet Foxes,,,,,,relaxed,positive
ML704,MoodyLyrics4Q,(Lack of) Love Will Tear Us Apart,The Honeydrips,,,,,,relaxed,positive
ML705,MoodyLyrics4Q,Gazebo Tree,Kristin Hersh,,,,,,sad,negative
ML706,MoodyLyrics4Q,Haunted By the Thought of You,Jill Tracy,,,,,,sad,negative
ML707,MoodyLyrics4Q,Bring It All Back,S Club 7,,,,,,happy,positive
ML708,MoodyLyrics4Q,Coldest Winter,Kanye West,,,,,,sad,negative
ML709,MoodyLyrics4Q,Left Right,The Chemical Brothers,,,,,,angry,negative
ML710,MoodyLyrics4Q,Ghosts,Antimatter,,,,,,sad,negative
ML711,MoodyLyrics4Q,Voice Inside My Head,Dixie Chicks,,,,,,sad,negative
ML712,MoodyLyrics4Q,"Broken, Beat & Scarred",Metallica,,,,,,angry,negative
ML713,MoodyLyrics4Q,PhotoSynthesis,Carbon Based Lifeforms,,,,,,relaxed,positive
ML714,MoodyLyrics4Q,This Is Pop?,XTC,,,,,,angry,negative
ML715,MoodyLyrics4Q,The Darker Days Of Me & Him,PJ Harvey,,,,,,sad,negative
ML716,MoodyLyrics4Q,In Your Back,Keren Ann,,,,,,relaxed,positive
ML717,MoodyLyrics4Q,Bitter,Nine Days,,,,,,sad,negative
ML718,MoodyLyrics4Q,Modern Art,Art Brut,,,,,,happy,positive
ML719,MoodyLyrics4Q,Shine,Laura Marling,,,,,,sad,negative
ML720,MoodyLyrics4Q,Living Next Door To Alice ,Smokie,,,,,,relaxed,positive
ML721,MoodyLyrics4Q,Blood and Thunder,Mastodon,,,,,,angry,negative
ML722,MoodyLyrics4Q,Watch T.V.,Rasputina,,,,,,sad,negative
ML723,MoodyLyrics4Q,My Name Is,Eminem,,,,,,happy,positive
ML724,MoodyLyrics4Q,Cast Anchor,Hanne Hukkelberg,,,,,,relaxed,positive
ML725,MoodyLyrics4Q,Here You Come Again,Dolly Parton,,,,,,happy,positive
ML726,MoodyLyrics4Q,Some Voices,Pinback,,,,,,relaxed,positive
ML727,MoodyLyrics4Q,Me Against the World,2Pac,,,,,,angry,negative
ML728,MoodyLyrics4Q,The Look Of Love,Chris Botti,,,,,,relaxed,positive
ML729,MoodyLyrics4Q,In the Sun,Mortal Love,,,,,,sad,negative
ML730,MoodyLyrics4Q,Holiday in Cambodia,Dead Kennedys,,,,,,angry,negative
ML731,MoodyLyrics4Q,In Too Far,Acceptance,,,,,,relaxed,positive
ML732,MoodyLyrics4Q,Neverending Math Equation,Sun Kil Moon,,,,,,relaxed,positive
ML733,MoodyLyrics4Q,I Do Not Want This,Nine Inch Nails,,,,,,angry,negative
ML734,MoodyLyrics4Q,Technologic,Daft Punk,,,,,,happy,positive
ML735,MoodyLyrics4Q,Valentine,Martina McBride,,,,,,relaxed,positive
ML736,MoodyLyrics4Q,Something New,The Airborne Toxic Event,,,,,,sad,negative
ML737,MoodyLyrics4Q,Lie Detector,Sleeper,,,,,,happy,positive
ML738,MoodyLyrics4Q,Deora Ar Mo Chroí,Enya,,,,,,relaxed,positive
ML739,MoodyLyrics4Q,Daydreaming,Massive Attack,,,,,,relaxed,positive
ML740,MoodyLyrics4Q,Lie To Me,Silverchair,,,,,,angry,negative
ML741,MoodyLyrics4Q,Spiderwebs,No Doubt,,,,,,happy,positive
ML742,MoodyLyrics4Q,Mr. Brownstone,Guns N Roses,,,,,,angry,negative
ML743,MoodyLyrics4Q,The Blob,The Five Blobs,,,,,,happy,positive
ML744,MoodyLyrics4Q,4st 7lb,Manic Street Preachers,,,,,,angry,negative
ML745,MoodyLyrics4Q,Guardian Angel,Saybia,,,,,,sad,negative
ML746,MoodyLyrics4Q,Crystal Skull,Mastodon,,,,,,angry,negative
ML747,MoodyLyrics4Q,IMN,Mudvayne,,,,,,angry,negative
ML748,MoodyLyrics4Q,Waltz for Koop,Koop,,,,,,relaxed,positive
ML749,MoodyLyrics4Q,Total Eclipse of the Moon,Enigma,,,,,,relaxed,positive
ML750,MoodyLyrics4Q,1nce Again,A Tribe Called Quest,,,,,,relaxed,positive
ML751,MoodyLyrics4Q,Ribbon In The Sky,Stevie Wonder,,,,,,relaxed,positive
ML752,MoodyLyrics4Q,You're Going Down,Sick Puppies,,,,,,angry,negative
ML753,MoodyLyrics4Q,Vince The Loveable Stoner,The Fratellis,,,,,,happy,positive
ML754,MoodyLyrics4Q,Lovesong For A Dead Child,Flowing Tears,,,,,,sad,negative
ML755,MoodyLyrics4Q,Pull Out,Death From Above 1979,,,,,,happy,positive
ML756,MoodyLyrics4Q,Claire,Jimmy Eat World,,,,,,relaxed,positive
ML757,MoodyLyrics4Q,Hot Hot Hot,Buster Poindexter,,,,,,happy,positive
ML758,MoodyLyrics4Q,Like Statues In The Garden Of Dreaming,Arcana,,,,,,sad,negative
ML759,MoodyLyrics4Q,Just Like You,Keb' Mo',,,,,,relaxed,positive
ML760,MoodyLyrics4Q,Time,Susanna and the Magical Orchestra,,,,,,relaxed,positive
ML761,MoodyLyrics4Q,The Night They Drove Old Dixie Down,Joan Baez,,,,,,sad,negative
ML762,MoodyLyrics4Q,Carolyna,Melanie C,,,,,,sad,negative
ML763,MoodyLyrics4Q,O Sonho,Madredeus,,,,,,relaxed,positive
ML764,MoodyLyrics4Q,Miasma,The Black Dahlia Murder,,,,,,angry,negative
ML765,MoodyLyrics4Q,Children's Crusade,Sting,,,,,,sad,negative
ML766,MoodyLyrics4Q,That Lonesome Road,James Taylor,,,,,,sad,negative
ML767,MoodyLyrics4Q,U Not Like Me,50 Cent,,,,,,angry,negative
ML768,MoodyLyrics4Q,Louie Louie,The Kingsmen,,,,,,happy,positive
ML769,MoodyLyrics4Q,Stoned Is the Way of the Walk,Cypress Hill,,,,,,angry,negative
ML770,MoodyLyrics4Q,God Is Real,India.Arie,,,,,,relaxed,positive
ML771,MoodyLyrics4Q,The Nigga Ya Love to Hate,Ice Cube,,,,,,angry,negative
ML772,MoodyLyrics4Q,Grease,Frankie Valli,,,,,,happy,positive
ML773,MoodyLyrics4Q,I Want a New Drug,Huey Lewis & The News,,,,,,happy,positive
ML774,MoodyLyrics4Q,Rock of Ages,Grant Lee Buffalo,,,,,,sad,negative
ML775,MoodyLyrics4Q,Caught Out There,Kelis,,,,,,angry,negative
ML776,MoodyLyrics4Q,She's My Man,Scissor Sisters,,,,,,happy,positive
ML777,MoodyLyrics4Q,Lake Shore Drive,The Innocence Mission,,,,,,relaxed,positive
ML778,MoodyLyrics4Q,Like The Last Time,Matt Wertz,,,,,,relaxed,positive
ML779,MoodyLyrics4Q,Solitude ,Ella Fitzgerald,,,,,,relaxed,positive
ML780,MoodyLyrics4Q,Thirteen,Ben Kweller,,,,,,sad,negative
ML781,MoodyLyrics4Q,Running Out of Time,Ozzy Osbourne,,,,,,angry,negative
ML782,MoodyLyrics4Q,Travelling Light,Tindersticks,,,,,,sad,negative
ML783,MoodyLyrics4Q,Girl Boy,Blonde Redhead,,,,,,relaxed,positive
ML784,MoodyLyrics4Q,London's Burning,The Clash,,,,,,angry,negative
ML785,MoodyLyrics4Q,Bad Boy Boogie,Mark Kozelek,,,,,,sad,negative
ML786,MoodyLyrics4Q,The Long Day Is Over,Norah Jones,,,,,,relaxed,positive
ML787,MoodyLyrics4Q,Sugar Baby Love,The Rubettes,,,,,,happy,positive
ML788,MoodyLyrics4Q,Green Island Serenade,Vienna Teng,,,,,,relaxed,positive
ML789,MoodyLyrics4Q,Ailleurs,Keren Ann,,,,,,relaxed,positive
ML790,MoodyLyrics4Q,Queremos paz,Gotan Project,,,,,,relaxed,positive
ML791,MoodyLyrics4Q,There Is Nothing I Can Do,The Organ,,,,,,sad,negative
ML792,MoodyLyrics4Q,Wolf in the Breast,Cocteau Twins,,,,,,relaxed,positive
ML793,MoodyLyrics4Q,People Are People,A Perfect Circle,,,,,,relaxed,positive
ML794,MoodyLyrics4Q,At the Left Hand Ov God,Behemoth,,,,,,angry,negative
ML795,MoodyLyrics4Q,Blah Blah Blah ,Ke$ha,,,,,,happy,positive
ML796,MoodyLyrics4Q,The Sounds Of Science,Beastie Boys,,,,,,happy,positive
ML797,MoodyLyrics4Q,Glory,Essie Jain,,,,,,relaxed,positive
ML798,MoodyLyrics4Q,Baby Boy,Beyoncé,,,,,,happy,positive
ML799,MoodyLyrics4Q,Mi Le M' Uilinn,Karen Matheson,,,,,,relaxed,positive
ML800,MoodyLyrics4Q,Stacy's Mom,Fountains Of Wayne,,,,,,happy,positive
ML801,MoodyLyrics4Q,Declaration Of Love,Céline Dion,,,,,,happy,positive
ML802,MoodyLyrics4Q,Welcome to the Terrordome,Public Enemy,,,,,,angry,negative
ML803,MoodyLyrics4Q,No Vaseline,Ice Cube,,,,,,angry,negative
ML804,MoodyLyrics4Q,Welcome to the Slaughterhouse,Lily Holbrook,,,,,,sad,negative
ML805,MoodyLyrics4Q,Miss You Love,Silverchair,,,,,,sad,negative
ML806,MoodyLyrics4Q,Vortex,Megadeth,,,,,,angry,negative
ML807,MoodyLyrics4Q,Sometimes,Ours,,,,,,sad,negative
ML808,MoodyLyrics4Q,The Pirates Who Don't Do Anything,Relient K,,,,,,happy,positive
ML809,MoodyLyrics4Q,Call Your Name,Daughtry,,,,,,sad,negative
ML810,MoodyLyrics4Q,New Deep,John Mayer,,,,,,relaxed,positive
ML811,MoodyLyrics4Q,Awake,Moonspell,,,,,,sad,negative
ML812,MoodyLyrics4Q,Who Knows Who Cares,Local Natives,,,,,,sad,negative
ML813,MoodyLyrics4Q,Damage Inc.,Metallica,,,,,,angry,negative
ML814,MoodyLyrics4Q,Let Your Love Be Strong,Switchfoot,,,,,,sad,negative
ML815,MoodyLyrics4Q,Sister Of Night,Depeche Mode,,,,,,sad,negative
ML816,MoodyLyrics4Q,Take my Scars,Machine Head,,,,,,angry,negative
ML817,MoodyLyrics4Q,Look What You're Doin' To Me,Jazzanova,,,,,,relaxed,positive
ML818,MoodyLyrics4Q,Darf Ich Das Behalten,Wir sind Helden,,,,,,sad,negative
ML819,MoodyLyrics4Q,Alpha Centauri,At The Drive-In,,,,,,angry,negative
ML820,MoodyLyrics4Q,Thoughtless,Korn,,,,,,angry,negative
ML821,MoodyLyrics4Q,Satellite,Dave Matthews Band,,,,,,relaxed,positive
ML822,MoodyLyrics4Q,Over The Rainbow,Celtic Woman,,,,,,relaxed,positive
ML823,MoodyLyrics4Q,El Paso,Marty Robbins,,,,,,relaxed,positive
ML824,MoodyLyrics4Q,Stupid In Love,Rihanna,,,,,,sad,negative
ML825,MoodyLyrics4Q,If I Fall,Amber Pacific,,,,,,sad,negative
ML826,MoodyLyrics4Q,Time To Let Go,Sally Shapiro,,,,,,sad,negative
ML827,MoodyLyrics4Q,Supremist,Slayer,,,,,,angry,negative
ML828,MoodyLyrics4Q,"The Blood, the Sweat, the Tears",Machine Head,,,,,,angry,negative
ML829,MoodyLyrics4Q,Louie,Ida Maria,,,,,,happy,positive
ML830,MoodyLyrics4Q,Never Ever,Shout Out Louds,,,,,,happy,positive
ML831,MoodyLyrics4Q,Hold It Up,The Rocket Summer,,,,,,happy,positive
ML832,MoodyLyrics4Q,Little Wing,Sting,,,,,,relaxed,positive
ML833,MoodyLyrics4Q,Shadows Fall,The Coral,,,,,,happy,positive
ML834,MoodyLyrics4Q,"Keep It Loose, Keep It Tight",Amos Lee,,,,,,relaxed,positive
ML835,MoodyLyrics4Q,Say Just Words,Paradise Lost,,,,,,sad,negative
ML836,MoodyLyrics4Q,Soldier Side,System of a Down,,,,,,angry,negative
ML837,MoodyLyrics4Q,These Eyes,India.Arie,,,,,,relaxed,positive
ML838,MoodyLyrics4Q,So Desperate,The Mountain Goats,,,,,,sad,negative
ML839,MoodyLyrics4Q,Continental Drift (Flight Of The Bootymademoiselle),Ozma,,,,,,sad,negative
ML840,MoodyLyrics4Q,Love Grows (Where My Rosemary Goes),Edison Lighthouse,,,,,,happy,positive
ML841,MoodyLyrics4Q,Voice of the Voiceless,Rage Against the Machine,,,,,,angry,negative
ML842,MoodyLyrics4Q,Indians,Anthrax,,,,,,angry,negative
ML843,MoodyLyrics4Q,Favorite Disease,Thousand Foot Krutch,,,,,,sad,negative
ML844,MoodyLyrics4Q,Meet Me in the Morning,Everything But The Girl,,,,,,relaxed,positive
ML845,MoodyLyrics4Q,Little Horn,Marilyn Manson,,,,,,angry,negative
ML846,MoodyLyrics4Q,Get It And Go,Razorlight,,,,,,happy,positive
ML847,MoodyLyrics4Q,Rabiosa,Shakira,,,,,,happy,positive
ML848,MoodyLyrics4Q,Times May Change You,Goldfish,,,,,,relaxed,positive
ML849,MoodyLyrics4Q,Autobahn,Kraftwerk,,,,,,relaxed,positive
ML850,MoodyLyrics4Q,Siberian Divide,Mastodon,,,,,,angry,negative
ML851,MoodyLyrics4Q,Unforgivable Sinner,Lene Marlin,,,,,,sad,negative
ML852,MoodyLyrics4Q,Vagabond,Wolfmother,,,,,,happy,positive
ML853,MoodyLyrics4Q,White Light/White Heat,Velvet Underground,,,,,,angry,negative
ML854,MoodyLyrics4Q,Whistle And Steam,Thea Gilmore,,,,,,relaxed,positive
ML855,MoodyLyrics4Q,CONCEIVED SORROW,DIR EN GREY,,,,,,sad,negative
ML856,MoodyLyrics4Q,I Found Out,John Lennon,,,,,,angry,negative
ML857,MoodyLyrics4Q,Girl Anachronism,The Dresden Dolls,,,,,,angry,negative
ML858,MoodyLyrics4Q,Bullet with your name,Scars of life,,,,,,angry,negative
ML859,MoodyLyrics4Q,Altar of Sacrifice,Slayer,,,,,,angry,negative
ML860,MoodyLyrics4Q,Gave Up,Nine Inch Nails,,,,,,angry,negative
ML861,MoodyLyrics4Q,Evil Walks,AC/DC,,,,,,angry,negative
ML862,MoodyLyrics4Q,Love Light In Flight,Stevie Wonder,,,,,,happy,positive
ML863,MoodyLyrics4Q,Revolver,Rage Against the Machine,,,,,,angry,negative
ML864,MoodyLyrics4Q,Snow Angel,Ron Sexsmith,,,,,,relaxed,positive
ML865,MoodyLyrics4Q,Fight Till Death,Slayer,,,,,,angry,negative
ML866,MoodyLyrics4Q,Youth,Soft Cell,,,,,,sad,negative
ML867,MoodyLyrics4Q,Boy in a Rock and Roll Band,The Pierces,,,,,,happy,positive
ML868,MoodyLyrics4Q,War,Bruce Springsteen,,,,,,angry,negative
ML869,MoodyLyrics4Q,Kiss Me Where It Smells Funny,Bloodhound Gang,,,,,,happy,positive
ML870,MoodyLyrics4Q,Together,The Intruders,,,,,,relaxed,positive
ML871,MoodyLyrics4Q,Spoon,Cut Chemist,,,,,,relaxed,positive
ML872,MoodyLyrics4Q,Jump,Girls Aloud,,,,,,happy,positive
ML873,MoodyLyrics4Q,Little Girl Blue,Diana Krall,,,,,,relaxed,positive
ML874,MoodyLyrics4Q,Miracles,Jefferson Starship,,,,,,relaxed,positive
ML875,MoodyLyrics4Q,Rockupation,Mad Caddies,,,,,,happy,positive
ML876,MoodyLyrics4Q,Melt Away,Mariah Carey,,,,,,relaxed,positive
ML877,MoodyLyrics4Q,Da Mystery of Chessboxin',Wu-Tang Clan,,,,,,angry,negative
ML878,MoodyLyrics4Q,Last Resort,Papa Roach,,,,,,angry,negative
ML879,MoodyLyrics4Q,Falling Out Of Reach,Guillemots,,,,,,relaxed,positive
ML880,MoodyLyrics4Q,LoveStoned/I Think She Knows Interlude,Justin Timberlake,,,,,,happy,positive
ML881,MoodyLyrics4Q,Needle and Thread,Psapp,,,,,,relaxed,positive
ML882,MoodyLyrics4Q,Lovesick for Mina,Cradle of Filth,,,,,,angry,negative
ML883,MoodyLyrics4Q,Friday Night,Lily Allen,,,,,,happy,positive
ML884,MoodyLyrics4Q,What If I'm Right,Sandi Thom,,,,,,happy,positive
ML885,MoodyLyrics4Q,How Do,Sneaker Pimps,,,,,,relaxed,positive
ML886,MoodyLyrics4Q,Pain,Jimmy Eat World,,,,,,angry,negative
ML887,MoodyLyrics4Q,Wicked,Ice Cube,,,,,,angry,negative
ML888,MoodyLyrics4Q,Fragile,Delta Goodrem,,,,,,sad,negative
ML889,MoodyLyrics4Q,More and More,Captain Hollywood Project,,,,,,happy,positive
ML890,MoodyLyrics4Q,The Latest Plague,From First To Last,,,,,,angry,negative
ML891,MoodyLyrics4Q,Gods To The Godless,Primordial,,,,,,sad,negative
ML892,MoodyLyrics4Q,Mic Check,Rage Against the Machine,,,,,,angry,negative
ML893,MoodyLyrics4Q,Red Sam,Flyleaf,,,,,,angry,negative
ML894,MoodyLyrics4Q,Killing in the Name,Rage Against The Machine,,,,,,angry,negative
ML895,MoodyLyrics4Q,Set You Free,N-Trance,,,,,,happy,positive
ML896,MoodyLyrics4Q,Before I Sleep,Mazzy Star,,,,,,relaxed,positive
ML897,MoodyLyrics4Q,Feathers,Man Man,,,,,,sad,negative
ML898,MoodyLyrics4Q,Words Of Love,The Mamas & The Papas,,,,,,relaxed,positive
ML899,MoodyLyrics4Q,Blow Your Mind,Redman,,,,,,angry,negative
ML900,MoodyLyrics4Q,If You Go Away,Scott Walker,,,,,,sad,negative
ML901,MoodyLyrics4Q,Hello Alone,Anberlin,,,,,,angry,negative
ML902,MoodyLyrics4Q,A Man And A Woman,U2,,,,,,happy,positive
ML903,MoodyLyrics4Q,Captain Wedderburn,Great Big Sea,,,,,,relaxed,positive
ML904,MoodyLyrics4Q,Rubber Biscuit,The Blues Brothers,,,,,,happy,positive
ML905,MoodyLyrics4Q,Tell Me What You Want,The Pipettes,,,,,,happy,positive
ML906,MoodyLyrics4Q,Citadel,The Rolling Stones,,,,,,angry,negative
ML907,MoodyLyrics4Q,Monique the Freak,Ween,,,,,,happy,positive
ML908,MoodyLyrics4Q,Gary Gilmore's Eyes,Adverts,,,,,,angry,negative
ML909,MoodyLyrics4Q,Nancy (With The Laughing Face),Frank Sinatra,,,,,,relaxed,positive
ML910,MoodyLyrics4Q,So Nice (Summer Samba),Bebel Gilberto,,,,,,relaxed,positive
ML911,MoodyLyrics4Q,Nadine,New London Fire,,,,,,sad,negative
ML912,MoodyLyrics4Q,Anniemal,Annie,,,,,,happy,positive
ML913,MoodyLyrics4Q,Loch Raven,Animal Collective,,,,,,relaxed,positive
ML914,MoodyLyrics4Q,Classic Cars,Bright Eyes,,,,,,relaxed,positive
ML915,MoodyLyrics4Q,Hey Mann,Lizz Wright,,,,,,relaxed,positive
ML916,MoodyLyrics4Q,Limp,Fiona Apple,,,,,,angry,negative
ML917,MoodyLyrics4Q,ABC,The Jackson 5,,,,,,happy,positive
ML918,MoodyLyrics4Q,One More Day (No Word),Todd Rundgren,,,,,,relaxed,positive
ML919,MoodyLyrics4Q,Wind Below,Rage Against the Machine,,,,,,angry,negative
ML920,MoodyLyrics4Q,Let's Get Married,Al Green,,,,,,relaxed,positive
ML921,MoodyLyrics4Q,I'M The Guy Who Found The Lost Chord,Jimmy Durante,,,,,,happy,positive
ML922,MoodyLyrics4Q,Too Long,Yael Naïm,,,,,,relaxed,positive
ML923,MoodyLyrics4Q,Ceiling Wax,Chairlift,,,,,,relaxed,positive
ML924,MoodyLyrics4Q,Nature,India.Arie,,,,,,relaxed,positive
ML925,MoodyLyrics4Q,High (live in Ireland),James Blunt,,,,,,relaxed,positive
ML926,MoodyLyrics4Q,Broken Butterflies,Lucinda Williams,,,,,,sad,negative
ML927,MoodyLyrics4Q,Hard Time Killin' Floor Blues,Skip James,,,,,,sad,negative
ML928,MoodyLyrics4Q,My Wine in Silence,My Dying Bride,,,,,,sad,negative
ML929,MoodyLyrics4Q,Toubabo Koomi,Acid Bath,,,,,,angry,negative
ML930,MoodyLyrics4Q,I Won't Be Crying,Infernal,,,,,,happy,positive
ML931,MoodyLyrics4Q,Your Picture,Camera Obscura,,,,,,sad,negative
ML932,MoodyLyrics4Q,Blinding,Florence + The Machine,,,,,,sad,negative
ML933,MoodyLyrics4Q,Love Is an Arrow,Aberfeldy,,,,,,sad,negative
ML934,MoodyLyrics4Q,The Lake,Antony and the Johnsons,,,,,,sad,negative
ML935,MoodyLyrics4Q,Chapter I,Estatic Fear,,,,,,sad,negative
ML936,MoodyLyrics4Q,The Last Time I Saw Richard,Joni Mitchell,,,,,,sad,negative
ML937,MoodyLyrics4Q,This Boy's In Love,The Presets,,,,,,happy,positive
ML938,MoodyLyrics4Q,Rip,Gary Numan,,,,,,sad,negative
ML939,MoodyLyrics4Q,Enemies Of Reality,Nevermore,,,,,,angry,negative
ML940,MoodyLyrics4Q,Pretty Pink Ribbon,Cake,,,,,,happy,positive
ML941,MoodyLyrics4Q,Don't Fake This,Chevelle,,,,,,angry,negative
ML942,MoodyLyrics4Q,Bloodletting,Lamb of God,,,,,,angry,negative
ML943,MoodyLyrics4Q,Good Mourning/Black Friday,Megadeth,,,,,,angry,negative
ML944,MoodyLyrics4Q,History Of A Boring Town,Less Than Jake,,,,,,happy,positive
ML945,MoodyLyrics4Q,Soul and Fire,Sebadoh,,,,,,sad,negative
ML946,MoodyLyrics4Q,Moonlapse Vertigo,Opeth,,,,,,sad,negative
ML947,MoodyLyrics4Q,Runaway,Linkin Park,,,,,,angry,negative
ML948,MoodyLyrics4Q,Sacrifice Unto Sebek,Nile,,,,,,angry,negative
ML949,MoodyLyrics4Q,The Party's Crashing Us,of Montreal,,,,,,happy,positive
ML950,MoodyLyrics4Q,Over The Rainbow,Jane Monheit,,,,,,relaxed,positive
ML951,MoodyLyrics4Q,The Great Pagoda Of Funn,Donald Fagen,,,,,,relaxed,positive
ML952,MoodyLyrics4Q,Friday Night at the Drive-In Bingo,Jens Lekman,,,,,,happy,positive
ML953,MoodyLyrics4Q,Not This,Fannypack,,,,,,relaxed,positive
ML954,MoodyLyrics4Q,Now or Never,Mýa,,,,,,happy,positive
ML955,MoodyLyrics4Q,If Your Heart Isn't In It,Atlantic Starr,,,,,,relaxed,positive
ML956,MoodyLyrics4Q,Closer To You,Cassandra Wilson,,,,,,relaxed,positive
ML957,MoodyLyrics4Q,In Other Worlds,Azam Ali,,,,,,sad,negative
ML958,MoodyLyrics4Q,Halloween,Misfits,,,,,,angry,negative
ML959,MoodyLyrics4Q,A Bridge (That Carries Us Over),Clannad,,,,,,relaxed,positive
