song_id,dataset,title,artist,genre,arousal_mean,arousal_std,valence_mean,valence_std,emotion_4Q,emotion_2Q,lyrics,language
ML1947,MoodyLyrics4Q,Bad Medicine,Bon Jovi,Rock,,,,,happy,positive,"[Chorus] Your love is like bad medicine Bad medicine is what I need Woah-oh-oh, shake it up, just like bad medicine There ain't no doctor that can cure my disease (Bad medicine)  [Verse 1] I ain't got a fever, got a permanent disease And it'll take more than a doctor to prescribe a remedy I got lots of money, but it isn't what I need Gonna take more than a shot to get this poison out of me And I got all the symptoms, count 'em, one, two, three  [Pre-Chorus] First, you need (That's what you get for fallin' in love) Then you bleed (You get a little, and it's never enough) And when you're on your knees (That's what you get for fallin' in love) Now this boy's addicted 'cause your kiss is the drug  [Chorus] Woah-oh-oh, your love is like bad medicine Bad medicine is what I need Woah-oh-oh, shake it up, just like bad medicine There ain't no doctor that can cure my disease  [Post-Chorus] Bad, bad medicine  [Verse 2] I don't need no needle to be givin' me a thrill And I don't need no anesthesia or a nurse to bring a pill I got a dirty down addiction that doesn't leave a track I gotta jones for your affection like a monkey on my back There ain't no paramedic gonna save this heart attack  [Pre-Chorus] When you need (That's what you get for fallin' in love) Then you bleed (You get a little, but it's never enough) And when you're on your knees (That's what you get for fallin' in love) Now, this boy is addicted for your kiss is the drug  [Chorus] Woah-oh-oh, your love is like bad medicine Bad medicine is what I need Woah-oh-oh, shake it up, just like bad medicine So let's play doctor, baby, cure my disease  [Post-Chorus] Bad, bad medicine Is what I want Bad, bad medicine Oh, it's what I need  [Guitar Solo]  [Verse 3] I need a respirator 'cause I'm runnin' out of breath You're an all-night generator wrapped in stockings and a dress When you find your medicine, you take what you can get 'Cause if there's somethin' better, baby, well, they haven't found it yet  [Chorus] Woah-oh-oh, your love is like bad medicine Bad medicine is what I need Woah-oh-oh, shake it up, just like bad medicine There ain't no doctor that can cure my disease Your love, bad medicine Bad medicine is what I need Woah-oh-oh, shake it up, just like bad medicine Your love's the potion that can cure my disease  [Post-Chorus] Bad, bad medicine Is what I want Bad, bad medicine Who's bad? Who's bad? (Bad, bad medicine) I gotta know, I gotta, I gotta go, I gotta  [Bridge] I gotta, I gotta I gotta do it again, wait a minute, wait a minute, hold on I'm not done One more time, with feelin' Come on That's all right Help me out now  [Chorus] Your love is like bad medicine Bad medicine is what I need Woah-oh-oh, shake it up just like bad medicine You got the potion that can cure my disease Your love, bad medicine Your kiss is what I need Your love, bad medicine",en
ML1949,MoodyLyrics4Q,Far Away,Anathema,Progressive Rock,,,,,sad,negative,"[Verse 1] One common, subterranean destination One life, another day A vestal child unveiled by temptation Innocence slips away  [Chorus] Far away Far away Far away Far away  [Verse 2] Been down so long Too deep the water that I tread Sometimes I feel myself going under Sometimes I envy the dead  [Chorus] So take me far away Far away Far away Far away  [Instrumental Break]  [Chorus] Far away Far away Far away Far away  [Outro] Far away",en
ML1950,MoodyLyrics4Q,Sunday Morning,The Velvet Underground,Rock,,,,,relaxed,positive,"[Verse 1] Sunday morning brings the dawn in It's just a restless feeling by my side Early dawning, Sunday morning It's just the wasted years so close behind  [Chorus] Watch out, the world's behind you There's always someone around you who will call It's nothing at all  [Verse 2] Sunday morning and I'm falling I've got a feeling I don't want to know Early dawning, Sunday morning It's all the streets you crossed not so long ago  [Chorus] Watch out, the world's behind you There's always someone around you who will call It's nothing at all  [Instrumental Break] [Guitar Solo]  [Chorus] Watch out, the world's behind you There's always someone around you who will call It's nothing at all  [Outro] Sunday morning, Sunday morning Sunday morning, Sunday morning",en
ML1952,MoodyLyrics4Q,This Love Affair,Rufus Wainwright,Pop,,,,,sad,negative,I don't know what I'm doin' I don't know what I'm sayin' I don't know why I'm watching all these white people dancin'  I don't know where I'm goin' But I do know that I'm walkin' Where? I don't know Just away from this love affair  I can't say that I'm cruisin' Not that I don't like cruisin' Just that I'm bruisin' from you  I can't say that I'm waltzin' Not that I don't like waltzin' Would rather be waltzin' with you  Ooo oh ooo  So I guess that I'm goin' I guess that I am walkin' Where? I don't know Just away from this love affair,en
ML1954,MoodyLyrics4Q,The Way We Talk,The Maine,,,,,,happy,positive,"[Intro] She's fresh to death She'll be the death of you Seduction leads to destruction She's fresh to death Oh, she'll be the death of me She's fresh, she's fresh But not so clean  [Verse 1] Cute face, slim waist She's got them in a craze Yeah we think he's going crazy When she speaks it makes me grind my teeth Yet he still thinks she's amazing And she's been playing games Ever since 98' Shallow is as shallow does, yeah Some people never change  [Pre-Chorus] And she's so fine She thinks she's so damn fine She might be fine But she ain't worth a second of your time  [Chorus] You're as fake as the moans you make And you're as weak as the hearts you break You're as fake as the moans you make So just give us, give us a little break  [Post-Chorus] Come on and give me a break  [Verse 2] Sex sells And your sex cells make all the lost boys drool Cause you're a dime But they'll have to wait in line Until one of them makes it two of you Cute face, slim waist You've still got them in a craze Yeah, I think I'm going crazy I have a long list of things to say But I'll leave it at ""You amaze me""  [Pre-Chorus] And she's so fine She thinks she's so damn fine She might be fine But she ain't worth a second of your time  [Chorus] You're as fake as the moans you make And you're as weak as the hearts you break You're as fake as the moans you make So just give us, give us a little break  [Post-Chorus] A little break  [Bridge] Oh she's fresh to death She'll be the death of you Seduction leads to destruction Yeah, she's fresh to death She'll be the death of me She's fresh, she's fresh but not so clean She's fresh to death, she'll be the death of me  [Chorus] You're as fake as the moans you make And you're as weak as the hearts you break You're as fake as the moans you make So just give us, give us a little break  [Post-Chorus] A little break  [Chorus] You're as fake as the moans you make And you're as weak as the hearts you break You're as fake as the moans you make So just give us, give us a little break  [Post-Chorus] A little break  [Outro] Come on and give me a break Yeah, give me a break",en
ML1955,MoodyLyrics4Q,A Wink and a Smile,"Harry Connick, Jr.",Swing,,,,,relaxed,positive,"I remember the days Of just keeping time Of hanging around in sleepy towns, forever Back roads empty for miles Well you can't have a dream And cut it to fit But when I saw you, I knew We go together, like a wink and a smile Leave your old jallopy By the railroad track We'll get a hip, double dip, tip toppy, 2 seat pontiac So you can rev her up Don't go slow It's only green lights and alright Let's go together with a wink and a smile (Instrumental) Give me a wink and a smile (Instrumental) We go together like a wink and a smile Now my heart is music Such a simple song Singing again, the notes never end This is where I belong Just the sound of your voice The light in your eyes You're so far away from yesterday Together, with a wink and a smile We go together, like a wink and a smile",en
ML1956,MoodyLyrics4Q,Numbness For Sound,Howie Day,,,,,,sad,negative,"A cold Winter sun My feet underground A pale windless city A numbness for sound I'll wait, back here  All that you notice A moment in time A photograph lost here Since you were mine I'll wait back here Or should I start pushing my way back Yeah Should I start pushing my way back  I walk past your room In deep silhouette You're tired of racing You're down and I said  I'll wait, back here A cold end, an evening  A soaked cigarette I'm asleep on a shoulder that I've never met I'll wait back here  Or should I, start pushing my way back Yeah Should I start pushing my way Home  Cold, and the whiskey is wearing And I'm on the edge of my breath Oh And I'm thinking of leaving I could just lay down Lay down and freeze to death  Hey yeha yeha Oh, hold on Yeah  Hey yeah yeah Oh, hold on  A cold Winter sun My feet underground A pale Winter city A numbness for sound",en
ML1957,MoodyLyrics4Q,Ghost in This House,Alison Krauss,Folk,,,,,sad,negative,"[Verse 1] I don't pick up the mail I don't pick up the phone I don't answer the door I'd just soon be alone I don't keep this place up I just keep the lights down I don't live in these rooms I just rattle around  [Chorus] I'm just a ghost in this house I'm just a shadow upon these walls As quietly as a mouse I haunt these halls I'm just a whisper of smoke I'm all that's left of two hearts on fire That once burned out of control You took my body and soul I'm just a ghost in this house  [Verse 2] I don't care if it rains I don't care if it's clear I don't mind staying in There's another ghost here He sits down in your chair And he shines with your light And he lays down his head On your pillow at night  [Chorus] I'm just a ghost in this house I'm just a shadow upon these walls I'm living proof of the damage heartbreak does I'm just a whisper of smoke I'm all that's left of two hearts on fire That once burned out of control You took my body and soul I'm just a ghost in this house  [Outro] That once burned out of control You took my body and soul I'm just a ghost in this house Oh, I'm just a ghost in this house",en
ML1958,MoodyLyrics4Q,Love Comes in Spurts,Richard Hell & the Voidoids,,,,,,angry,negative,"I was a child Who wanted love that was wild Though tight as slow motion But crazed with devotion  Insane with devotion A whole other notion I was fourteen and a half And it wasn't no laugh  Love comes in spurts - oh no it hurts Love comes in spurts - it hurts Love comes in spurts - oh no, cause Love comes in spurts - it always hurts  I just can't get wise To those tragical lies Though I now know the facts They still cut like an axe  Cause love comes in spurts In dangerous flirts And it murders your heart They didn't tell you that part  Love comes in spurts Love comes in spurts Love comes in spurts Love comes in spurts  Love comes in spurts Love comes in spurts Love comes in spurts Love comes in spurts",en
ML1959,MoodyLyrics4Q,Thinking Over,Dana Glover,Gospel,,,,,relaxed,positive,"I've been searching for a reason And I'm running out of time I can feel that it's the season It's time to make up my mind  And I can't really tell you what I'm gonna do There are so many thoughts in my head There are two roads to walk down and one road to choose So I'm thinking over the things that you've said Thinking over the things...  I'm thinking over Thinking over Thinking over The things that you've said And I'm thinking over Thinking over Thinking over the things...  Am I ready for forever? Oh, God, show me a sign 'Cause if we're to be together Then it's got to be divine  And I can't really tell you what I'm gonna do There are so many thoughts in my head There are two roads to walk down and one road to choose So I'm thinking over the things that you've said Thinking over the things...  I'm thinking over Thinking over Thinking over The things that you've said And I'm thinking over Thinking over Thinking over the things...  He wants to marry me Carry me far away He wants to love me for life He wants to be with me Every morning I awake He wants to hold me through the night  Father, which way should I go? I cannot clearly see Oh, I love him so But only you know if he's the one for me  Thinking over The things that you've said I'm thinking over Thinking over Only you know if he's the one for me  I can't really tell you What I'm gonna do There are so many thoughts in my head There are two roads to walk down And one road to choose So I'm thinking over The things that you've said  Thinking over Thinking over",en
ML1961,MoodyLyrics4Q,Short Skirt/Long Jacket,Cake,Alternative Rock,,,,,happy,positive,"[Verse 1] I want a girl with a mind like a diamond I want a girl who knows what's best I want a girl with shoes that cut And eyes that burn like cigarettes I want a girl with the right allocations Who's fast and thorough and sharp as a tack She's playing with her jewelry, she's putting up her hair She's touring the facility and picking up slack  [Refrain] I want a girl with a short skirt and a long jacket  [Verse 2] I want a girl who gets up early (Gets up early) I want a girl who stays up late (Stays up late) I want a girl with uninterrupted prosperity (Uninterrupted) Who uses a machete to cut through red tape With fingernails that shine like justice And a voice that is dark like tinted glass She is fast, thorough, and sharp as a tack She is touring the facility and picking up slack  [Refrain] I want a girl with a short skirt and a long, long jacket  [Verse 3] I want a girl with a smooth liquidation (Smooth liquidation) I want a girl with good dividends (Good dividends) At Citibank we will meet accidentally (Meet accidentally) We'll start to talk when she borrows my pen She wants a car with a cupholder armrest She wants a car that will get her there She's changing her name from Kitty to Karen She's trading her MG for a white Chrysler Le Baron  [Refrain] I want a girl with a short skirt and a long jacket",en
ML1962,MoodyLyrics4Q,Vampires,Godsmack,Metal,,,,,angry,negative,"[Instrumental]  [Sample: Mysterious Forces Beyond] Few creatures of the night Have captured our imagination, like vampires What explains our enduring fascination with vampires?  What is it about the vampire myth That explains our interest? Is it the overtones of sexual lust, power, control Or is it a fascination with the immortality of the undead?  And what dark and hidden parts of our psyche are aroused And captivated by the legends of the undead By the legends of the undead By the legends of the undead  The mysteries of the undead Will continue to fascinate the living The mysteries of the undead will continue to Will continue to fascinate the living, vampires  Few creatures of the night Have captured our imagination, like vampires What explains our enduring fascination with vampires  And what dark and hidden parts of our psyche are aroused And captivated by the legends of the undead By the legends of the undead",en
ML1963,MoodyLyrics4Q,These Are The Days,Jamie Cullum,Jazz,,,,,relaxed,positive,"[Verse 1/Hook] These are the days that I've been missing; Give me the taste Give me the joy of summer wine These are the days that bring new meaning; I feel the stillness of the sun And I feel fine  [Verse 2] Sometimes when the nights are closing early I remember you and I start to smile Even though now you don't want to know me I get on by And I go the extra mile  [Verse 3/Hook] These are the times of love and meaning; Ice of the heart melted away and found the light These are the days of endless dreaming; Troubles of life are floating away like a bird in flight These are the days These are the days These are the days  [Verse 4] I thought you said our love would last forever Believin' that the tears would end for good I told them that we'd get though any weather Maybe that didn't work out, but we did the best we could  [Hook/Outro] These are the days that I've been missing; Give me the taste Give me the joy of summer wine These are the days that bring new meaning; I feel the stillness of the sun And I feel fine",en
ML1964,MoodyLyrics4Q,(Sic),Slipknot,Nu Metal,,,,,angry,negative,"[Intro] Pain Here comes the pain  [Verse 1] Enemy, show me what you wanna be I can handle anything, even if I can't handle you Readily, either way, it better be Don't you fuckin' pity me, get up, get off  [Pre-Chorus] What the hell am I sayin'? I don't know about malevolent Sure as hell decadent I want somebody to step up, step off Walls, let me fall, fuck you all Get a grip, don't let me slip 'til I drop the ball  [Chorus] Fuck this shit, I'm sick of it You're goin' down, this is a war Fuck it  [Verse 2] Who the fuck am I to criticize your twisted state of mind? You're leavin' me suspect, I'm leavin' you grotesque Feels like a burn from which you never learn Cause and effect, you jealous ass Press your face against the glass, suffer  [Chorus] Fuck this shit, I'm sick of it You're goin' down, this is a war Go  [Bridge] I've just begun It's about that time, gotta get mine I've just begun It's about that time, gotta get mine I've just begun It's about that time, gotta get mine I've just begun It's about that time, gotta get mine (Yeah) You can't kill me 'cause I'm already inside you You can't kill me 'cause I'm already inside you You can't kill me 'cause I'm already inside you You can't kill me 'cause I'm already inside you  [Outro] Sic, sic Sic, sic Ha-ha-ha-ha, ha-ha-ha-ha Yeah, hahaha, yeah",en
ML1965,MoodyLyrics4Q,The Foetus of a New Day Kicking,Cradle of Filth,Symphonic Metal,,,,,angry,negative,"I'm chaos international The writing on the wall A Lazarus in parable  A dark and sullen lullaby Whispered softly as you die Promising torments are nigh  Danger warning levels hissed out loud I saw the silver lining hidden in a mushroom cloud Now I'm reeling from the shock at ground zero  If yesterday you would have stood up proud Then why tonight have you thrown in with the stoning crowd? I'll breathe through the foetus of a new day kicking  The foetus of a new day kicking  It's true that Jesus cannot save I'm rising from the grave To put my double cross to shame  A poison rush, a heart attack A white assassin painted black You'll fear this reaper coming back  Danger warning levels hissed out loud I saw the silver lining hidden in a mushroom cloud Now I'm reeling from the shock at ground zero  If yesterday you would have stood up proud Then why tonight have you thrown in with the stoning crowd? I'll breathe through the foetus of a new day kicking  On a night like this You laid the serpent's kiss In this garden of Gethsemane You played the traitor well  In a dawn to come I will blind the sun To grant you pardon as my enemy  Before damning you to hell  Danger warning levels hissed out loud I saw the silver lining hidden in a mushroom cloud Now I'm reeling from the shock at ground zero  If yesterday you would have stood up proud Then why tonight have you thrown in with the stoning crowd? I'll breathe through the foetus of a new day kicking",en
ML1966,MoodyLyrics4Q,Water Curses,Animal Collective,,,,,,happy,positive,"To be the motion actor Two broken strings attract her A groom, a face, a light-filled room Hesitate to throw a coin in, a wish could be a bad thing My mouth is just a mesh of drool  I'm standing on the bridge I won't get hit from up high A talking fish comes as she moves I want to be like water And never need a doctor And carve the earth without my tools (To-oool!)  All the things that I relate to well like  goggles and paint tubes Transparent paper wings that float above me while I sleep To make the room more natural To think I'm dying, an I'm dying, I'm dyin'  The color after sunset You'd do anything to jinx it It'll crush your skull just like a willow He doesn't need a house His shoes can walk for miles There's the drips, the black spots on my pillow  I want to be like water and slip into your throat And make you feel alive and good I want to be like water and ' Never have a doubt And crack the hoods around my pool (Po-oool!)  All the things that I relate to well like goggles and paint tubes Transparent paper wings that float above me while I sleep To make the room more natural To think I'm dying, an' I'm dying, I'm dyin'  And all the dreams that I awake to read like postulatings And all the things I hate I wish I didn't have to hate To find a room that's natural To live on by in 'em By in 'em, by  I don't think you know just what you're doing You pretend to know exactly all the things you keep on moving Said I don't think I know exactly what I'm doing You pretend to know exactly all the things you keep on moving  When you wake up from your snoozin' Gonna tell you how to do it my way An' I'll tell you what I'm doin' Lazy night I play my drum Everybody talks bubbling And I got no way to stop it It's a song about the days you spend Without me at our home  If I don't think you know just what you're doing You pretend to know exactly all the things you keep on moving Said I don't think I know exactly what I'm doing But I tend to know exactly all the things you keep on moving  When you wake up from your snoozin' Gonna tell you how to do it my way I'll tell you what I'm doin' Lazy night I play my drum Everybody talks bubbling And I got no way to stop it It's a song about the days you spend Without me at our home (x3)",en
ML1967,MoodyLyrics4Q,She,Groove Coverage,,,,,,happy,positive,"She hangs out every day near by the beach Having a Heineken falling asleep She looks so sexy when she's walking to sand Nobody ever put a ring on her hand  Swim to the oceanshore fishing the sea She is the story, the story is she She sings to the moon and the stars in the sky Shining from high above you shouldn't ask why  She is the one that you'll never forget She is the heaven sent angel you met Oh she must be the reason why god made a girl She is so pretty all over the world  She puts the rythm, the beat in the drum She comes in the morning, in the evening she's gone Every little hour, every second you live Trust in eternity, that's what she gives  She looks like Marilyn, walks like Susanne She talks like Monica and Mary-Ann She wins in everything that she might do And she will respect you, forever just you  She is the one that you'll never forget She is the heaven sent angel you met Oh she must be the reason why god made a girl She is so pretty all over the world  She is so pretty all over the world She is so pretty She is like you and me, like them, like we She's in you and me  She is the one that you'll never forget She is the heaven sent angel you met Oh she must be the reason why god made a girl She is so pretty all over the world [repeat]",en
ML1968,MoodyLyrics4Q,Sgt. Hetfield's Motorbreath Pub Band,Beatallica,Metal,,,,,happy,positive,"It was 20 years ago today Motorhead taught this band to play At first they were so out of style But they're guaranteed to raise your bile So may I introduce to you The act that drank 1000 beers  Sgt. Hetfield's Motorbreath pub band  Sgt. Hetfield's Motorbreath pub band We hope you will enjoy the show Sgt. Hetfield's Motorbreath pub band Just thrash and let the metal flow Sgt. Hetfield's Motor, Sgt. Hetfield's Motor Sgt. Hetfield's Motorbreath pub band  It's wonderful to drink beer, It's certainly a swill You're such a lovely audience We'd like to fuck your Motorbreath You'd love to fuck your...  I don't really want to stop the show But I thought you might like to know James Hetfield's gonna sing a song And he wants you all to thrash along So let me introduce to you The band who drank 1000 beers  Sgt. Hetfield's Motorbreath pub band  Bring more beer!",en
ML1970,MoodyLyrics4Q,Two Seconds in Life,Green Carnation,Progressive Metal,,,,,sad,negative,"I left myself I left my body I got so frightened by myself And all the things that I could see I left myself  Blinded by the light Faded by the dawn Of mine  I whispered ""no""; To my own shadow I got so frightened by the light And all the tings that I could see I whispered ""no"";  Blinded by the light Faded by the dawn Of mine  I got along To my own voice I got enlightened by the fright And all the things that I could see I got along  Blinded by the light Faded by the dawn Of mine  I flew away...",en
ML1971,MoodyLyrics4Q,Kinky Afro,Happy Mondays,Alternative Rock,,,,,happy,positive,"[Intro] You go spooky in a band  [Verse 1] Son, I'm thirty I only went with your mother 'cause she's dirty And I don't have a decent bone in me What you get is just what you see yeah I see it so, I take it freely And all the bad piss ugly things I feed me I never help or give to the needy Come on and see me  [Chorus] Yippee-ippee-ey-ey-ay-yey-yey I had to crucify some brother today And I don't dig what you gotta say So come on and say it Come on and tell me twice  [Verse 2] I said dad you're a shabby You run around and groove like a baggy You're only here just out of habit All that's mine you might as well have it You take ten feet back and then stab it Spray it on and tag it So sack on me I can't stand the needy Get around here if you're asking you're feeling  [Chorus] Yippee-ippee-ey-ey-ay-yey-yey I had to crucify somebody today And I don't dig what you gotta say So come on and say it Come on and tell me twice  [Verse 3] So sack all the needy I can't stand to leave it You come around here and you put both your feet in  [Chorus] Yippee-ippee-ey-ey-ay-yey-yey I had to crucify somebody today And I don't dig what you gotta say So go on and say it  Yippee-ippee-ey-ey-ay-yey-yey I had to crucify some brother today And I don't hear what you gotta say So come on and say it Come on and tell me twice",en
ML1972,MoodyLyrics4Q,Polkas On 45,"""Weird Al"" Yankovic",Comedy,,,,,happy,positive,"[""Jocko Homo"" by Devo] They tell us that we lost our tails Evolving up from little snails I say it's all just wind and sails Are we not men, we are Devo Are we not men, D E V O  [""Smoke on the Water"" by Deep Purple] Smoke on the water And fire in the sky Smoke on the water  [""Sex (I'm A)"" by Berlin] (I'm a man) I'm a boy (I'm a man) Well, I'm your mother (I'm a man) I'm a one night stand (I'm a man) Am I bi? (I'm a man) I'm your slave (I'm a man) I'm a little girl when we make love together  [""Hey Jude"" by The Beatles] Hey, hey, hey Jude, don't make it bad Take a sad song and make it better Remember to let her into your heart Then you can start to make it Better, better, better, better, better, better, yeah  [""L.A. Woman"" by The Doors] L. A. Woman, you're my woman Got my mojo risin', Mr. Mojo risin', hey  [""In-A-Gadda-Da-Vida"" by Iron Butterfly] In-a-gada-da-vida, honey Don't you know that I love you? In-a-gada-da-vida, baby Don't you know that I'll always be true?  [""Hey Joe"" by Jimi Hendrix] Hey Joe, where you goin' with that gun in your hand? Hey Joe, where you goin' with that gun in your hand? Gonna shoot my old lady Caught her messin' 'round with another man Yoddle-ay-ee, yoddle-ay-he-hoo Yoddle-ay-ee, yoddle-ay-he-hoo Yoddle-ay-ee, yoddle-ay-he-hoo Yoddle-ay he-hoo Yoddle-ay-ee, yoddle-ay-he-hoo Yoddle-ay-ee, yoddle-ay-he-hoo Yoddle-ay-ee, yoddle-ay-he-hoo Yoddle-ay he-hoo  [""Burning Down the House"" by Talking Heads] I'm an ordinary guy burnin' down the house  [""Hot Blooded"" by Foreigner] I'm hot blooded, check it and see Got a fever of a hundred and three Come on, baby, do you do more than dance? I'm hot blooded, hot blooded  [""Every Breath You Take"" by The Police] Every breath you take Every move you make Every bond you break, every step you take I'll be watchin' you  [""Should I Stay Or Should I Go"" by The Clash] Darling, you gotta let me know Should I stay or should I go? If you say that you are mine I'll be here 'til the end of time But you gotta let me know, woah, woah, woah Should I stay or should I go?  [""Jumpin' Jack Flash"" by The Rolling Stones] But it's all right now, in fact it's a gas But it's all right, Jumpin' Jack Flash is a gas, gas, gas  [""My Generation"" by The Who] People try to put us down (Talkin' 'bout my generation) Just because we get around (Talkin' 'bout my generation) Things they do look awful c-c-cold (Talkin' 'bout my generation) Hope I die before I get old (Talkin' 'bout my generation) This is my generation (Talkin' 'bout my generation) This is my generation, baby (Talkin' 'bout my generation) (Talkin' 'bout my generation) My, my, my, my, my, my generation (My generation) Well, talkin' 'bout my g-g-g-g-g-g-g-g-g-g-g-g-g-generation",en
ML1973,MoodyLyrics4Q,"No, You Don't",Nine Inch Nails,Industrial Metal,,,,,angry,negative,"[Verse 1] Smiling in their faces While filling up the hole So many dirty little places In your filthy little, worn out, broken down, see-through soul  [Verse 2] Baby's got a problem Tries so hard to hide Got to keep it on the surface Because everything else is dead on the other side  Teeth in the necks of everyone you know You can keep on sucking 'til the blood won't flow When it starts to hurt, it only helps it grow Taking all you need (But not this time) No, you don't  [Verse 3] And just for the record Just so you know I did not believe That you could sink so low  You think that you can beat them I know that you won't You think you have everything But no, you don't  [Outro] No, you don't No, you don't No, you don't No, you don't No, you don't No, you don't No, you don't No, you don't",en
ML1974,MoodyLyrics4Q,Fire,The Crazy World of Arthur Brown,Psychedelic Rock,,,,,angry,negative,"[Intro] I am the god of hellfire! And I bring you  [Chorus] Fire, I'll take you to burn Fire, I'll take you to learn I'll see you burn  [Verse 1] You fought hard and you saved and earned But all of it's going to burn  [Pre-Chorus] And your mind, your tiny mind You know you've really been so blind Now's your time, burn your mind You’ve fallen far, too far behind Oh no, oh no, oh no! You're gonna burn!  [Chorus] Fire, to destroy all you've done Fire, to end all you've become I'll feel you burn  [Verse 2] You've been living like a little girl In the middle of your little world  [Pre-Chorus] And your mind, your tiny mind You know you've really been so blind Now's your time, burn your mind You’ve fallen far, too far behind Ooh  [Chorus] Fire, I'll take you to burn Fire, I'll take you to learn  [Bridge] You're gonna burn, you're gonna burn You're gonna burn, burn, burn, burn Burn, burn, burn, burn Burn, burn, burn  [Outro] Fire, I'll take you to burn Fire, I'll take you to learn Fire, I'll take you to bed Fire, I'll take you, fire…",en
ML1976,MoodyLyrics4Q,Moon River,R.E.M.,,,,,,sad,negative,"[Verse] Moon River, wider than a mile I'm crossing you in style someday You dream maker You heart-breaker Wherever you're going I'm going your way Two drifters off to see the world There's such a lot of world to see We're after the same rainbow's end Waiting round the bend My Huckleberry friend Moon River and me",en
ML1977,MoodyLyrics4Q,Dope Fiend,Acid Bath,Death Metal,,,,,angry,negative,"[Guitar solo/intro]  [Chorus] Why do you love to lick my wounds? Why do you love to feel my pain? Why do you love to suck my life? Why do you look so motherfucking dead? Dead? Dead?  [Refrain] Why do I feel so dead? Why do I feel so high? High? High? Kill me, I'm a dope fiend Do not touch me for I am unclean Kill (your television/kill your time) Kill me Kill (the cold embryo/kill my mind) Kill me  [Verse] Screaming insects hail the Queen Welcome the killer home Hold me close to your dead heart And let the rapist roam Put your bloody hands on me And whisper in my ear Burning bodies keep us warm And have for many years Yeah!  [Chorus] Why do you love to lick my wounds? Why do you love to feel my pain? Pain? Pain? Pain? Yeah! Why do you love to suck my life? Why do you love to lick my wounds? Why!?  [Outro] Yeah motherfucker, I'm high And I'm thankful just to be alive Yeah motherfucker, I'm high And I'm thankful just to be alive Yeah motherfucker, I'm high And I'm thankful just to be alive Yeah motherfucker, I'm high And I'm thankful just to be alive",en
ML1978,MoodyLyrics4Q,Little Tiny Moustache,Stephen Lynch,,,,,,happy,positive,"Yeah. You're either gonna like this song, or kick my ass after the show  You're the love of my life But it cuts like a knife And I feel that I'm being misled See, I'm a little concerned For I've recently learned Of the swastika tattoo on your head  And it makes you smile When you hear ""Sieg Heil"" You love the smell of a burning cross in the yard You do goose-step salutes In your Doc Martin boots And you quoted ""Mein Kampf"" in our 5th anniversary card  I think you're a nazi, baby Are you a nazi? You might be a nazi, baby...  You keep extensive files On the Nuremberg trials And you watch them whenever they're airing I guess I should've known When you bought a new bone For your puppies named Göbbles and Göring  You showed up late To our very first date; I said, ""How are you?"", you said, ""White power"" Call me paranoid But I'm not overjoyed When you ask me if I want to shower...  I think you're a nazi Don't be lyin', baby Are you a nazi? Are you anti-Zion, baby?  Your every dress Is monagrammed ""SS"" You hold an Aryan picknick and bash And it makes me irate When you say I look great When I wear a little tiny moustache  Your social politics Say that races don't mix And you call it pure-blood pollution And whenever I'm sad You say it's not so bad For every problem there's a Final Solution...  I think you're a nazi Give me an answer, baby Are you a nazi? You drive a fuckin' panzer, baby  You say that love is blind So how could I have guessed... But then again, I met you At the Wagner Fest...  I know you're a nazi And that's why I'm leavin' I know you're a nazi Sure as my name is Stephen... ... Lynchbergstein",en
ML1979,MoodyLyrics4Q,Satan Your Kingdom Must Come Down,Robert Plant,Hard Rock,,,,,relaxed,positive,"Satan, your kingdom must come down Satan, your kingdom must come down I heard the voice of Jesus say Satan, your kingdom must come down  I'm gonna pray till they tear your kingdom down Pray till they tear your kingdom down I heard the voice of Jesus say Satan, your kingdom must come down  Satan, your kingdom must come down Satan, your kingdom must come down I heard the voice of Jesus Christ Satan, your kingdom must come down",en
ML1980,MoodyLyrics4Q,Saturday,Chris Garneau,,,,,,sad,negative,"All the time in the world Is lying right beside me But time does stop sometimes And back home, snow used to surprise me  It's all two years ahead of me now Well, that's a lot of drinking You say I won't miss you, but I do It's a lot of never thinking  If I don't black out I'll keep you inside me I can't promise you anything  How long can a Saturday Keep meaning all the same things I love all the things I said I love But forget why I'm still standing  All the time in the world Is lying right beside me If time does stop sometimes Let's try to spend it sleeping  If I don't black out I'll keep you inside me I can't promise you anything  I know, yeah, I'm slow I sleep the best in cold Dreams aren't what they used to be",en
ML1981,MoodyLyrics4Q,Evacuee,Enya,New Wave,,,,,relaxed,positive,"[Verse 1] Each time on my leaving home I run back to my mother’s arms One last hold and then it’s over  [Verse 2] Watching me, you know I cry You wave a kiss to say goodbye Feel the sky fall down upon me  [Chorus] All I am A child with promises All I have Are miles full of promises of home  [Verse 3] If only I could stay with you My train moves on, you’re gone from view Now I must wait until it’s over  [Interlude]  [Chorus] All I am A child with promises All I have Are miles full of promises of home  [Verse 4] Days will pass, your words to me It seems so long, eternity But I must wait until it’s over",en
